data_year,suspect_using_id,offense_id
2024,4,245859693
2024,2,243883535
2024,4,239607973
2024,4,239608065
2024,3,239607869
2024,4,245859746
2024,2,239608011
2024,4,228184636
2024,4,228184639
2024,4,245859728
2024,4,239608144
2024,4,239607767
2024,4,235512598
2024,2,239607843
2024,4,245859804
2024,4,245859840
2024,4,243883601
2024,4,245859911
2024,4,239608125
2024,4,245859617
2024,4,224432767
2024,4,239607999
2024,4,239608088
2024,4,239608158
2024,4,239608249
2024,4,239608212
2024,4,239608279
2024,4,245859849
2024,4,245859850
2024,4,239608407
2024,4,239608072
2024,4,245859905
2024,4,239608447
2024,4,245859649
2024,4,239608184
2024,4,245859696
2024,1,239608356
2024,1,239608357
2024,4,239608151
2024,1,239608237
2024,4,239608268
2024,4,239608367
2024,4,239608455
2024,4,239608414
2024,4,245859930
2024,4,245859996
2024,4,239608199
2024,4,239608200
2024,4,245859718
2024,4,239608351
2024,4,245859805
2024,4,239608411
2024,1,245859847
2024,3,245859847
2024,4,243883649
2024,4,243883650
2024,4,239608508
2024,4,224432783
2024,3,224432803
2024,1,245860046
2024,4,245859747
2024,4,239608299
2024,4,245859797
2024,1,245859885
2024,1,245859886
2024,4,245859899
2024,4,224432822
2024,4,239608501
2024,2,239608564
2024,4,239608524
2024,4,245859948
2024,4,245860021
2024,4,243883632
2024,4,243883633
2024,4,245859791
2024,4,245859792
2024,4,224432850
2024,4,245859869
2024,4,239608729
2024,4,239608374
2024,2,239608451
2024,4,245859877
2024,4,239608660
2024,4,245859912
2024,4,243883423
2024,4,224432748
2024,2,224432712
2024,4,245859962
2024,4,245860003
2024,4,245860072
2024,4,239608886
2024,4,245859953
2024,4,239608825
2024,4,245859998
2024,4,239608955
2024,4,239608586
2024,1,239608625
2024,4,245860059
2024,2,243883481
2024,1,245859915
2024,4,243883556
2024,4,243883557
2024,4,224432902
2024,4,239608780
2024,4,239608829
2024,4,243883552
2024,4,245860065
2024,4,245860066
2024,4,245860152
2024,4,245860153
2024,1,245859918
2024,2,245859967
2024,2,245860014
2024,4,243883575
2024,4,245860009
2024,4,245860010
2024,4,243883671
2024,4,245860081
2024,3,243883772
2024,4,243883661
2024,4,245860144
2024,4,245860224
2024,4,243883727
2024,4,243883823
2024,4,245860143
2024,4,245860197
2024,4,245860280
2024,4,230559119
2024,4,224432916
2024,4,245859968
2024,4,245860035
2024,4,245860036
2024,4,245860329
2024,4,239608912
2024,4,243883700
2024,4,243883753
2024,4,243883754
2024,4,243883821
2024,4,243883570
2024,4,243883642
2024,4,243883713
2024,4,243883714
2024,4,243883742
2024,4,243883795
2024,4,243883858
2024,4,243883859
2024,4,243883692
2024,4,230559202
2024,4,243883735
2024,4,243883765
2024,2,243883839
2024,4,245859995
2024,2,243883625
2024,4,245860070
2024,3,245860149
2024,4,245860211
2024,4,243883629
2024,1,245860307
2024,2,243883720
2024,2,243883743
2024,4,245860373
2024,4,243883882
2024,4,243883707
2024,4,243883773
2024,4,243883800
2024,4,243883866
2024,4,245860038
2024,4,243883875
2024,1,243883931
2024,4,245860099
2024,4,243884025
2024,4,243884127
2024,4,224432879
2024,4,224432677
2024,4,243883813
2024,1,243883884
2024,4,243883946
2024,4,243884011
2024,4,243883933
2024,4,243884002
2024,4,245860236
2024,4,243884125
2024,4,245860294
2024,4,243884145
2024,4,243884146
2024,3,243884193
2024,4,243884310
2024,4,243883939
2024,2,243883988
2024,4,243884368
2024,4,230559287
2024,4,243884005
2024,2,243884081
2024,4,243884123
2024,4,243884124
2024,2,243884206
2024,3,245860348
2024,4,243884355
2024,4,243883978
2024,2,243884032
2024,3,243884077
2024,4,243884139
2024,4,243884140
2024,4,243884210
2024,1,243884381
2024,4,243884048
2024,4,241589151
2024,4,241589152
2024,4,241589153
2024,4,241589200
2024,4,241589201
2024,4,239611143
2024,4,241588789
2024,4,241588828
2024,4,241588874
2024,4,230561383
2024,4,241589086
2024,4,241589087
2024,4,241589109
2024,4,241589144
2024,4,241588902
2024,4,239611216
2024,4,241588937
2024,4,241588967
2024,4,241589003
2024,4,241589004
2024,4,241589039
2024,4,235519514
2024,4,235519551
2024,4,241589063
2024,4,241589029
2024,4,230561442
2024,4,245861631
2024,4,241589100
2024,4,241589134
2024,4,241589135
2024,4,230561482
2024,4,235519564
2024,4,245861712
2024,4,235519592
2024,4,235519629
2024,4,230561255
2024,4,243886626
2024,4,241588898
2024,4,235519609
2024,4,241588922
2024,4,241588927
2024,4,235519638
2024,4,241588964
2024,4,241589198
2024,4,241589223
2024,4,235519664
2024,4,241589256
2024,4,235519692
2024,4,235519418
2024,4,241589283
2024,4,241588951
2024,4,241588992
2024,4,241589031
2024,4,241589062
2024,4,235519713
2024,4,241589019
2024,4,241589020
2024,4,241589021
2024,4,241589067
2024,4,235519448
2024,4,235519468
2024,4,241589115
2024,4,241589116
2024,4,241589154
2024,4,241589194
2024,4,230561349
2024,4,241589219
2024,4,241588938
2024,4,241588988
2024,4,235519481
2024,4,241589007
2024,4,241589108
2024,4,235519797
2024,4,241589147
2024,4,241589166
2024,4,241588966
2024,4,241589014
2024,4,243886718
2024,4,241589068
2024,4,241589069
2024,4,235519824
2024,4,241589114
2024,4,239611295
2024,4,241589148
2024,4,241589157
2024,4,241589158
2024,4,241589181
2024,4,241589210
2024,4,239611174
2024,4,239611175
2024,4,235519947
2024,4,230561393
2024,4,230561394
2024,4,243886812
2024,4,241589037
2024,4,241589059
2024,4,235519989
2024,4,230561441
2024,4,241589097
2024,4,241589127
2024,4,235519447
2024,4,241589162
2024,4,241589163
2024,4,241589225
2024,4,241589243
2024,4,241589269
2024,4,241589110
2024,4,241589150
2024,4,241589191
2024,4,241589218
2024,4,245861825
2024,4,241589273
2024,4,241589274
2024,4,241589160
2024,4,243886704
2024,4,243886705
2024,4,243886785
2024,4,241589258
2024,4,241589259
2024,4,241589260
2024,4,235519466
2024,4,235519467
2024,4,241589284
2024,4,243886872
2024,4,243886873
2024,4,241589347
2024,4,241589378
2024,4,241589094
2024,4,243886968
2024,4,235519484
2024,4,235519699
2024,4,243887065
2024,4,241589321
2024,4,243886971
2024,4,241589380
2024,4,235519725
2024,4,241589411
2024,4,241589184
2024,4,241589226
2024,4,230561502
2024,4,230561503
2024,4,235519495
2024,4,241589249
2024,4,243887021
2024,4,243887064
2024,4,235519526
2024,4,235519527
2024,4,243886685
2024,4,243886722
2024,4,243886777
2024,4,235519552
2024,4,235519553
2024,4,243886835
2024,4,243886836
2024,4,243886837
2024,4,235519591
2024,4,243887093
2024,4,243887094
2024,4,243887150
2024,4,243887176
2024,4,243886772
2024,4,243886773
2024,4,235519610
2024,4,243886801
2024,4,245861901
2024,4,245861902
2024,4,243886860
2024,4,243886918
2024,4,230561546
2024,4,243886960
2024,4,235519688
2024,4,243887000
2024,4,243887001
2024,4,235519502
2024,4,243886826
2024,4,243886827
2024,4,243886828
2024,4,243886829
2024,4,235519538
2024,4,243886883
2024,4,235519562
2024,4,243886913
2024,4,235519597
2024,4,230561157
2024,4,243886979
2024,4,243886980
2024,4,243886981
2024,4,235519630
2024,4,235519658
2024,4,235519686
2024,4,243887046
2024,4,235519715
2024,4,243887083
2024,1,243887135
2024,4,243887181
2024,4,243887224
2024,4,243887098
2024,4,235519740
2024,4,235519755
2024,4,245861971
2024,4,235519792
2024,4,243887230
2024,4,235519546
2024,4,243887276
2024,4,235519570
2024,4,243887324
2024,4,245861933
2024,4,235519600
2024,4,245862031
2024,4,235519635
2024,4,243887067
2024,4,235519701
2024,4,243887120
2024,4,245861629
2024,4,235519732
2024,4,235519733
2024,4,235519596
2024,4,235519666
2024,4,235519667
2024,4,235519668
2024,4,230561144
2024,4,243887246
2024,4,235519631
2024,4,245861740
2024,4,245861741
2024,4,245861742
2024,4,235519654
2024,4,235519655
2024,4,243887339
2024,4,230561180
2024,4,230561181
2024,4,245861981
2024,4,243887440
2024,4,243887062
2024,4,243887063
2024,4,245861676
2024,4,243887183
2024,4,243887159
2024,4,243887206
2024,4,243887245
2024,4,235519696
2024,4,243887264
2024,4,245861748
2024,4,245861749
2024,4,230561218
2024,4,243887357
2024,4,243887405
2024,4,243887406
2024,4,243887444
2024,4,243887113
2024,4,243887403
2024,4,245861795
2024,4,245861796
2024,4,235519731
2024,4,235519752
2024,4,243887480
2024,4,245861852
2024,4,243887174
2024,4,235519776
2024,4,243887223
2024,4,243887280
2024,4,235519800
2024,4,243887345
2024,4,235519579
2024,4,245861847
2024,4,245861883
2024,4,245861925
2024,4,245861961
2024,4,245861995
2024,4,245861996
2024,4,245861682
2024,4,245861709
2024,4,245861723
2024,4,245861760
2024,4,241589366
2024,4,245861792
2024,4,245861833
2024,4,230561216
2024,4,230561217
2024,4,245861865
2024,4,245861906
2024,4,245861941
2024,4,245861987
2024,4,235519760
2024,4,239611247
2024,4,239611248
2024,4,245862036
2024,4,245862046
2024,4,245862083
2024,4,245862131
2024,4,230561241
2024,4,245862172
2024,4,245861786
2024,4,245861787
2024,4,245861812
2024,4,245861814
2024,4,245861868
2024,4,245861869
2024,4,230561303
2024,4,245861899
2024,4,235519589
2024,4,245861934
2024,4,245862218
2024,4,245861846
2024,4,239611318
2024,4,239611319
2024,4,245861886
2024,4,230561350
2024,4,245861922
2024,4,245861963
2024,4,235519647
2024,4,245862008
2024,4,245862043
2024,4,230561398
2024,4,245862096
2024,4,245862123
2024,4,245862254
2024,4,245861881
2024,4,235519671
2024,4,245861920
2024,4,245861921
2024,4,245861967
2024,4,245862005
2024,4,245862006
2024,4,245862065
2024,4,245862066
2024,4,245862101
2024,4,235519698
2024,4,235519738
2024,4,230561426
2024,4,239611062
2024,4,239611242
2024,4,239611271
2024,4,230561476
2024,4,235519722
2024,4,235519742
2024,4,235519743
2024,4,230561402
2024,4,235519772
2024,4,235519802
2024,4,235519822
2024,4,235519829
2024,4,230561439
2024,4,239611049
2024,4,235519830
2024,4,235519864
2024,4,235519901
2024,4,235519966
2024,4,235519681
2024,4,235519702
2024,4,235519739
2024,4,239611141
2024,4,235519788
2024,4,235519765
2024,4,235519796
2024,4,235519820
2024,4,235519848
2024,4,235519883
2024,4,235519925
2024,4,241589464
2024,4,241589465
2024,4,241589466
2024,4,239611121
2024,4,239611094
2024,4,239611095
2024,4,235520040
2024,4,235519720
2024,4,235519927
2024,4,235519975
2024,4,239611208
2024,4,235520093
2024,4,235519762
2024,4,235519787
2024,4,235519819
2024,4,230561612
2024,4,235519853
2024,4,239611230
2024,4,235519908
2024,4,235519823
2024,4,235519835
2024,4,235519878
2024,4,235519943
2024,4,235519982
2024,4,235520031
2024,4,235520076
2024,4,235520077
2024,4,230561516
2024,4,230561566
2024,4,235520108
2024,4,239611300
2024,4,235520210
2024,4,239611364
2024,1,235519855
2024,4,239611511
