data_year,weapon_id,offense_id,nibrs_weapon_id
2024,41,245859693,
2024,41,239607869,
2024,41,245859746,
2024,41,245859728,
2024,41,239608144,
2024,41,245859804,
2024,41,243883601,
2024,41,245859911,
2024,41,224432767,
2024,39,239608088,
2024,41,239608407,
2024,41,245859649,
2024,41,239608356,
2024,38,239608237,
2024,41,239608268,
2024,41,239608414,
2024,41,245859996,
2024,41,239608199,
2024,41,239608351,
2024,41,245859805,
2024,32,224432783,
2024,41,245860046,
2024,41,245859747,
2024,21,245859885,
2024,41,245860021,
2024,41,245859869,
2024,41,239608729,
2024,41,239608374,
2024,21,245859877,
2024,41,239608660,
2024,41,243883423,
2024,38,245859962,
2024,31,245860003,
2024,21,245859953,
2024,41,245859915,
2024,41,245860152,
2024,41,245859918,
2024,41,243883575,
2024,41,245860009,
2024,38,245860081,
2024,41,243883772,
2024,41,245860143,
2024,21,245860197,
2024,41,243883753,
2024,21,243883821,
2024,41,243883858,
2024,41,230559202,
2024,41,243883765,
2024,41,245859995,
2024,31,245860211,
2024,41,245860373,
2024,21,243883707,
2024,41,243883773,
2024,42,243883866,
2024,41,243883931,
2024,41,245860099,
2024,41,243884127,
2024,41,243883884,
2024,41,245860294,
2024,41,243884145,
2024,41,243884146,
2024,41,243884193,
2024,41,230559287,
2024,21,243884005,
2024,21,243884355,
2024,41,243884381,
2024,41,243884048,
2024,41,243884097,
2024,41,243884142,
2024,41,243884256,
2024,41,245860169,
2024,21,245860221,
2024,41,243884132,
2024,21,243884195,
2024,41,243884172,
2024,41,243884214,
2024,38,243884269,
2024,3,243884450,
2024,41,243884573,
2024,41,243884556,
2024,5,243884640,
2024,5,243884641,
2024,5,243884642,
2024,38,243884364,
2024,41,245860300,
2024,42,243884406,
2024,38,243884515,
2024,41,243884516,
2024,41,245860378,
2024,41,243884608,
2024,41,226249546,
2024,41,245860157,
2024,41,245860408,
2024,5,245860325,
2024,21,245860285,
2024,41,228184622,
2024,41,245860309,
2024,41,245860682,
2024,31,245860349,
2024,38,245860282,
2024,21,245860391,
2024,41,245860440,
2024,5,245860511,
2024,41,245860479,
2024,41,245860585,
2024,41,245860712,
2024,42,245860331,
2024,41,245860390,
2024,41,245860438,
2024,21,245860529,
2024,5,245860696,
2024,41,245860460,
2024,31,245860427,
2024,38,245860520,
2024,38,245860615,
2024,41,224432774,
2024,41,245860760,
2024,41,245860821,
2024,41,243884670,
2024,41,245860867,
2024,38,245861022,
2024,42,245860993,
2024,41,245860707,
2024,21,245860778,
2024,21,245860779,
2024,38,245861091,
2024,41,245860747,
2024,41,245860848,
2024,41,245860874,
2024,41,245860802,
2024,41,245861121,
2024,41,245860835,
2024,38,245860890,
2024,21,245861161,
2024,21,245861162,
2024,41,245861264,
2024,38,245861093,
2024,41,245861098,
2024,41,245861154,
2024,1,245861211,
2024,1,245861212,
2024,41,245861261,
2024,31,245861135,
2024,31,245861183,
2024,41,245861301,
2024,41,245861330,
2024,42,245861465,
2024,42,224432734,
2024,41,245861297,
2024,31,245861487,
2024,21,245861294,
2024,41,245861326,
2024,41,245861422,
2024,41,245861454,
2024,38,245861388,
2024,41,224432798,
2024,21,245861523,
2024,38,245861611,
2024,41,224432752,
2024,41,245861335,
2024,41,245861408,
2024,41,245861483,
2024,41,230559462,
2024,38,245861405,
2024,41,245861430,
2024,41,245861459,
2024,41,245861460,
2024,21,228184452,
2024,1,245861331,
2024,41,245861542,
2024,41,245861569,
2024,41,245861585,
2024,21,245861630,
2024,41,245861490,
2024,42,243884676,
2024,41,245861615,
2024,42,245861613,
2024,41,245861653,
2024,41,245861554,
2024,39,245861680,
2024,41,245861572,
2024,41,245861573,
2024,21,245861728,
2024,41,245861530,
2024,1,245861705,
2024,1,245861706,
2024,41,245861738,
2024,5,245861564,
2024,42,243885070,
2024,38,245861548,
2024,41,245861622,
2024,9,245861655,
2024,41,243885059,
2024,21,243885109,
2024,41,245861720,
2024,41,243885199,
2024,42,226249513,
2024,41,243884864,
2024,41,243884890,
2024,41,243884961,
2024,41,243885053,
2024,41,245861830,
2024,41,243885133,
2024,41,226249578,
2024,42,243885174,
2024,31,243885214,
2024,41,224432773,
2024,39,243885136,
2024,41,230559401,
2024,31,245862015,
2024,5,230559464,
2024,21,245861777,
2024,38,245861894,
2024,41,245861701,
2024,41,245861824,
2024,42,230559490,
2024,41,245861949,
2024,41,245862000,
2024,41,226249559,
2024,38,226249560,
2024,41,245861770,
2024,21,226249576,
2024,31,245862021,
2024,41,228184521,
2024,41,245861915,
2024,41,245862097,
2024,17,230559680,
2024,42,245861878,
2024,1,230559316,
2024,42,245861916,
2024,41,245862152,
2024,41,245862259,
2024,41,245862211,
2024,41,230559454,
2024,38,245862295,
2024,41,245862357,
2024,38,230559593,
2024,41,245862271,
2024,41,245862125,
2024,41,245862223,
2024,5,226249568,
2024,41,230559694,
2024,41,245862443,
2024,41,245862339,
2024,41,245862369,
2024,21,245862407,
2024,41,245862304,
2024,42,245862610,
2024,41,245862257,
2024,41,230559447,
2024,41,245862331,
2024,41,245862332,
2024,41,245862607,
2024,41,245862307,
2024,42,245862372,
2024,41,245862479,
2024,41,230559625,
2024,41,245862632,
2024,39,245862395,
2024,41,245862436,
2024,21,230559788,
2024,41,245862468,
2024,41,245862608,
2024,39,245862705,
2024,41,245862785,
2024,41,245862466,
2024,41,228184510,
2024,41,224432812,
2024,38,245862721,
2024,41,230559693,
2024,21,245862809,
2024,1,245862810,
2024,41,230559834,
2024,41,230559835,
2024,21,230559681,
2024,41,230559885,
2024,41,230559803,
2024,41,230560033,
2024,41,230559785,
2024,41,228184531,
2024,41,230560188,
2024,41,230559801,
2024,38,230559935,
2024,38,230560106,
2024,41,230560107,
2024,41,230559944,
2024,41,230560054,
2024,41,230560316,
2024,41,230560338,
2024,41,230560438,
2024,41,230560404,
2024,41,224432912,
2024,41,230560482,
2024,38,230560252,
2024,41,230560313,
2024,41,230560492,
2024,41,230560548,
2024,41,235513029,
2024,38,235513110,
2024,41,228184659,
2024,5,230560480,
2024,41,230560498,
2024,21,230560584,
2024,1,239610221,
2024,41,230560522,
2024,41,230560532,
2024,41,235513386,
2024,41,230560789,
2024,41,235513032,
2024,38,239610136,
2024,41,230560645,
2024,41,230560646,
2024,38,235513206,
2024,41,235513309,
2024,21,230560690,
2024,41,230560664,
2024,41,235513158,
2024,31,235513224,
2024,42,224432913,
2024,41,235513304,
2024,1,245862535,
2024,1,245862536,
2024,41,230560662,
2024,9,230560729,
2024,41,235513324,
2024,41,235513401,
2024,5,235513080,
2024,38,226249903,
2024,38,245862619,
2024,41,235513156,
2024,42,239610251,
2024,21,235513242,
2024,38,230560932,
2024,5,239610043,
2024,21,224432810,
2024,41,235513407,
2024,41,235513496,
2024,41,235513575,
2024,41,235513169,
2024,41,230561204,
2024,41,235513437,
2024,21,239610393,
2024,32,239610098,
2024,41,235513507,
2024,31,230561205,
2024,41,235513245,
2024,41,230561007,
2024,42,230561278,
2024,41,239610327,
2024,41,235513479,
2024,41,235513426,
2024,41,230561099,
2024,41,235513571,
2024,38,228184877,
2024,38,228184879,
2024,41,235513229,
2024,41,235513315,
2024,1,235513529,
2024,41,245862576,
2024,41,235513408,
2024,5,230561104,
2024,41,245862657,
2024,41,235513483,
2024,41,235513512,
2024,41,224432905,
2024,41,235513634,
2024,38,224432911,
2024,41,239610380,
2024,41,239610447,
2024,41,224432918,
2024,42,230561249,
2024,38,239610298,
2024,41,235513499,
2024,41,239610256,
2024,41,230561253,
2024,41,235513631,
2024,41,235513523,
2024,41,235513711,
2024,41,235513673,
2024,41,235513988,
2024,41,224433914,
2024,41,239610418,
2024,21,235513768,
2024,41,235513895,
2024,41,235513934,
2024,41,239610273,
2024,41,239610348,
2024,41,235513653,
2024,38,235514001,
2024,41,235514033,
2024,41,235514069,
2024,41,239610603,
2024,5,245862717,
2024,38,239610421,
2024,41,239610517,
2024,41,239610686,
2024,41,239610389,
2024,41,224434052,
2024,41,239610462,
2024,38,239610538,
2024,41,239610682,
2024,21,235514330,
2024,41,235514061,
2024,41,239610479,
2024,41,239610548,
2024,32,239610549,
2024,41,239610629,
2024,39,235514272,
2024,41,239610657,
2024,41,239610600,
2024,41,239610754,
2024,41,239610861,
2024,41,239610862,
2024,5,235514483,
2024,41,239610516,
2024,1,239610856,
2024,41,235514412,
2024,41,243885423,
2024,7,235514356,
2024,41,235514548,
2024,17,239610846,
2024,17,239610847,
2024,41,239610759,
2024,21,243885316,
2024,31,239610885,
2024,41,239610987,
2024,41,235514837,
2024,31,239611072,
2024,41,239610922,
2024,41,239610923,
2024,41,239611003,
2024,41,235514847,
2024,41,239610767,
2024,41,224432939,
2024,42,243885407,
2024,42,243885495,
2024,41,235514694,
2024,41,239610934,
2024,21,239611057,
2024,41,243885580,
2024,21,224432944,
2024,41,239611260,
2024,41,239610973,
2024,41,239611075,
2024,41,243885340,
2024,41,239611191,
2024,41,224432981,
2024,41,243885390,
2024,5,243885464,
2024,41,243885543,
2024,41,243885504,
2024,41,224432940,
2024,41,239611112,
2024,1,243885361,
2024,31,243885361,
2024,41,235515287,
2024,41,243885554,
2024,41,243885640,
2024,31,224432943,
2024,21,243885671,
2024,31,239610943,
2024,41,239611413,
2024,41,243885522,
2024,21,224432963,
2024,41,224432964,
2024,41,245862917,
2024,41,239611083,
2024,33,239611301,
2024,41,235515159,
2024,38,243885376,
2024,41,243885486,
2024,41,243885470,
2024,41,243885564,
2024,41,243885774,
2024,41,239611313,
2024,41,239611326,
2024,41,243885719,
2024,41,245862972,
2024,41,243885744,
2024,38,243885809,
2024,41,239611367,
2024,41,239611368,
2024,41,243885528,
2024,42,243885798,
2024,41,224433015,
2024,42,239611442,
2024,38,243885553,
2024,41,239611773,
2024,41,239611448,
2024,41,239611516,
2024,41,239611438,
2024,41,243885788,
2024,41,243885882,
2024,41,243885775,
2024,41,239611710,
2024,41,245862761,
2024,41,245862819,
2024,41,239611814,
2024,37,245862762,
2024,1,239611688,
2024,41,239611688,
2024,41,245862844,
2024,41,239611899,
2024,41,239611979,
2024,41,239612029,
2024,41,239612108,
2024,42,224433007,
2024,41,239603383,
2024,31,241589151,
2024,41,241589152,
2024,42,241588789,
2024,41,241588828,
2024,42,241588874,
2024,41,230561383,
2024,41,241589086,
2024,41,241589144,
2024,41,241588902,
2024,41,245861631,
2024,41,241589100,
2024,41,241589134,
2024,41,230561482,
2024,41,241588922,
2024,41,241589223,
2024,41,241589256,
2024,41,241589283,
2024,41,241588951,
2024,38,241588992,
2024,41,241589062,
2024,41,241589019,
2024,41,241589020,
2024,21,241589115,
2024,41,241589219,
2024,41,241589007,
2024,41,241589108,
2024,41,241589166,
2024,38,241588966,
2024,41,241589014,
2024,41,243886718,
2024,41,241589068,
2024,41,241589148,
2024,21,241589158,
2024,41,241589181,
2024,38,241589210,
2024,41,230561393,
2024,38,241589059,
2024,38,241589127,
2024,41,241589162,
2024,41,241589225,
2024,41,241589269,
2024,41,241589110,
2024,41,241589150,
2024,41,241589191,
2024,41,245861825,
2024,38,241589273,
2024,41,243886704,
2024,21,241589258,
2024,38,241589259,
2024,21,241589260,
2024,41,241589284,
2024,21,243886872,
2024,21,243886873,
2024,41,241589347,
2024,41,241589378,
2024,42,243886968,
2024,38,235519484,
2024,41,243887065,
2024,42,241589321,
2024,38,241589411,
2024,41,241589184,
2024,41,241589226,
2024,38,230561502,
2024,38,243887021,
2024,41,243887064,
2024,38,243886685,
2024,41,243886722,
2024,31,243886777,
2024,41,243886835,
2024,41,243887093,
2024,41,243886772,
2024,41,243886860,
2024,41,243886960,
2024,21,243887000,
2024,41,243887001,
2024,42,243886826,
2024,41,243886883,
2024,41,230561157,
2024,41,235519658,
2024,41,243887046,
2024,38,243887083,
2024,38,243887135,
2024,1,243887224,
2024,41,243887230,
2024,41,243887276,
2024,41,235519570,
2024,41,243887324,
2024,38,245862031,
2024,42,235519732,
2024,39,235519733,
2024,5,235519668,
2024,38,243887246,
2024,41,245861740,
2024,31,230561180,
2024,41,245861981,
2024,38,243887440,
2024,41,243887062,
2024,41,245861676,
2024,38,243887183,
2024,41,230561218,
2024,38,243887405,
2024,31,243887113,
2024,31,245861796,
2024,38,243887480,
2024,41,243887174,
2024,38,243887223,
2024,31,243887280,
2024,41,243887345,
2024,41,245861883,
2024,38,245861961,
2024,41,245861760,
2024,41,230561216,
2024,41,245861906,
2024,41,245861941,
2024,41,245861987,
2024,38,235519760,
2024,41,245862036,
2024,41,245862046,
2024,41,245862131,
2024,41,230561241,
2024,42,245862172,
2024,38,245861787,
2024,41,245861868,
2024,41,230561303,
2024,41,245861899,
2024,41,245861934,
2024,38,230561350,
2024,41,245862008,
2024,41,245862096,
2024,41,245862123,
2024,38,245861881,
2024,38,245861920,
2024,41,245861967,
2024,41,245862005,
2024,41,230561426,
2024,41,239611062,
2024,17,230561402,
2024,38,230561439,
2024,41,235519864,
2024,5,241589464,
2024,5,241589466,
2024,38,243887242,
2024,38,243887322,
2024,38,230561294,
2024,41,230561574,
2024,41,230561575,
2024,41,239611440,
2024,38,235520053,
2024,42,230561495,
2024,41,241589208,
2024,3,239611559,
2024,31,239611559,
2024,31,230561792,
2024,41,230561428,
2024,41,235520155,
2024,41,239611719,
2024,41,230561573,
2024,41,235519930,
2024,41,235520252,
2024,38,235519875,
2024,38,239611830,
