data_year,property_id,incident_id,prop_loss_id,stolen_count,recovered_count
2024,194354394,202645427,7,,
2024,183512693,189719191,7,,
2024,192960777,201005559,4,,
2024,192960756,201005528,7,,
2024,192960773,201005552,7,,
2024,192960790,201005578,7,1,
2024,192960797,201005589,4,,
2024,183512705,189719208,7,,
2024,192960831,201005637,7,,
2024,192960854,201005665,7,1,
2024,192960863,201005676,1,,
2024,192960872,201005691,7,,
2024,192960792,201005581,7,,
2024,192960803,201005596,4,,
2024,192960826,201005630,7,,
2024,185126840,191623407,4,,
2024,182220654,188189815,6,,
2024,192960838,201005644,7,,
2024,185126808,191623368,7,,
2024,194354358,202645373,7,,
2024,192960843,201005650,7,,
2024,194354369,202645395,7,5,
2024,192960886,201005706,4,,
2024,192960896,201005717,7,,
2024,183512706,189719209,7,1,
2024,192960909,201005736,4,,
2024,199031153,208203574,1,,
2024,199031156,208203574,4,,
2024,199031157,208203574,7,,
2024,183512713,189719218,3,,
2024,194354418,202645453,7,,
2024,182220660,188189823,7,,
2024,194354428,202645464,7,,
2024,194354443,202645483,7,,
2024,194354452,202645496,7,1,
2024,199031183,208203610,6,,
2024,194354440,202645479,7,,
2024,194354368,202645393,7,,
2024,194354377,202645404,7,,
2024,194354391,202645422,7,,
2024,194354399,202645433,7,,
2024,199031198,208203627,7,,
2024,199031113,208203527,7,,
2024,194354398,202645431,4,,
2024,194354410,202645442,7,,
2024,194354427,202645463,7,,
2024,194354386,202645416,7,,
2024,199031170,208203590,7,,
2024,199031312,208203773,7,1,
2024,199031318,208203780,4,,
2024,199031194,208203621,7,,
2024,199031213,208203643,7,,
2024,199031292,208203751,4,,
2024,194354450,202645491,7,,
2024,199031302,208203766,7,,
2024,183512700,189719200,7,,
2024,199031196,208203625,5,,
2024,199031197,208203625,7,,
2024,199031329,208203796,4,,
2024,199031223,208203655,7,,
2024,199031231,208203665,7,,
2024,199031245,208203685,7,,
2024,199031216,208203648,7,,
2024,199031405,208203895,4,,
2024,199031243,208203683,7,,
2024,185126861,191623436,7,,
2024,199031247,208203687,7,,
2024,199031249,208203690,4,,
2024,199031251,208203693,7,,
2024,199031255,208203699,7,,
2024,185126867,191623444,5,,
2024,185126868,191623444,7,,
2024,199031272,208203719,7,,
2024,185126874,191623450,6,,
2024,199031375,208203860,5,,
2024,199031376,208203860,7,,
2024,199031389,208203873,7,,
2024,199031271,208203718,4,,
2024,182220680,188189853,7,,
2024,183512746,189719267,7,,
