data_year,criminal_act_id,offense_id
2024,6,223689584
2024,6,225453623
2024,2,246674519
2024,6,246674534
2024,6,227649444
2024,6,246674814
2024,9,225453683
2024,6,229337004
2024,3,229337026
2024,6,225453714
2024,6,223689573
2024,6,225453700
2024,6,231403940
2024,6,238426734
2024,12,225453710
2024,6,231403971
2024,9,231404007
2024,9,227649448
2024,6,233605799
2024,6,229336998
2024,6,233605814
2024,6,233605829
2024,6,233605830
2024,6,238426696
2024,1,229336981
2024,4,229337047
2024,6,225453726
2024,6,225453727
2024,6,238426721
2024,3,229337099
2024,6,246674659
2024,6,223689642
2024,6,223689652
2024,6,246674674
2024,6,240305647
2024,6,238426862
2024,6,240305713
2024,6,246674864
2024,1,231404097
2024,6,246674835
2024,6,231404152
2024,1,238426755
2024,6,225453753
2024,3,223689658
2024,6,233605925
2024,6,223689648
2024,1,238427010
2024,6,225453740
2024,6,246674730
2024,2,225453747
2024,12,238427099
2024,6,246674725
2024,6,240308639
2024,6,235273233
2024,6,225454805
2024,6,225454834
2024,6,246686174
2024,3,225454857
2024,3,246686159
2024,6,246686242
2024,6,246686369
2024,6,246686307
2024,6,225454787
2024,6,246686268
2024,6,246686312
2024,6,246686346
2024,6,246686314
2024,6,246686325
2024,6,240308736
2024,8,240308736
2024,6,225454820
2024,3,225454848
2024,3,225454893
2024,6,225454934
2024,8,240308950
2024,6,225454842
2024,3,231405645
2024,6,225454898
2024,6,231405565
2024,4,238430711
2024,3,240308817
2024,6,225454922
2024,6,238430777
2024,6,231405652
2024,2,240308934
2024,8,240308977
2024,6,240309054
2024,6,231405536
2024,6,231405571
2024,1,225454879
2024,9,225455038
2024,6,231405613
2024,6,246686466
2024,8,240309478
2024,6,240309331
2024,3,231405653
2024,6,240309342
2024,3,240309362
2024,6,231405676
2024,6,225454887
2024,6,225454914
2024,6,231405697
2024,3,240309371
2024,2,246686770
2024,6,225454950
2024,6,225454951
2024,8,246686981
2024,6,225455010
2024,6,246686993
2024,2,246687017
2024,3,235272472
2024,6,235272473
2024,6,235272422
2024,6,225455031
2024,6,238430757
2024,6,235272625
2024,6,235272640
2024,3,235272570
2024,6,235272557
2024,6,235272495
2024,6,235272496
2024,6,235272620
2024,6,225455014
2024,9,235272665
2024,6,231405799
2024,3,225455113
2024,9,225455067
2024,6,235272524
2024,6,235272555
2024,6,235272641
2024,6,235272657
2024,6,238430800
2024,6,238430832
2024,6,238430844
2024,6,238430878
2024,6,238430755
2024,6,238430826
2024,6,238430760
2024,6,240309477
2024,6,225455126
2024,6,238430804
2024,6,238430816
2024,6,240309460
2024,6,240309461
2024,6,246687099
2024,6,240309410
2024,3,231405858
2024,6,240309397
2024,6,246687132
2024,3,240309455
2024,2,231405908
2024,3,240309367
2024,6,240309386
2024,6,246687146
2024,6,240309468
2024,6,240309375
2024,6,240309417
2024,6,240309473
2024,6,240309510
2024,4,231405984
2024,6,231405984
2024,6,240309444
2024,6,240309419
2024,6,225455130
2024,6,240309433
2024,6,240309453
2024,3,246687154
2024,6,240309421
2024,6,240309504
2024,3,240309373
2024,3,246687174
2024,6,246687176
2024,6,240309448
2024,6,240309493
2024,6,240309507
2024,6,225455120
2024,6,246687185
2024,6,225455142
2024,6,225455085
2024,8,231404002
2024,6,231403968
2024,6,231403969
2024,6,231404017
2024,6,231404084
2024,6,231404102
2024,6,231404066
2024,6,231404099
2024,6,231404110
2024,6,231404075
2024,6,231404093
2024,7,231404155
2024,6,231404167
2024,6,231404073
2024,3,222569837
2024,6,231404950
2024,6,231405022
2024,6,231405078
2024,6,231404113
2024,6,231404123
2024,6,231404150
2024,6,231404151
2024,6,231404163
2024,6,231405035
2024,6,231405065
2024,6,231405097
2024,6,231404180
2024,6,231404193
2024,6,231404209
2024,6,231404295
2024,6,231404175
2024,3,231404189
2024,6,231404241
2024,6,231404249
2024,6,231404255
2024,6,231404256
2024,6,222569875
2024,6,231404194
2024,6,231404225
2024,6,231404267
2024,6,235269055
2024,3,222569892
2024,6,231404263
2024,6,231404197
2024,6,231404192
2024,6,235269090
2024,7,231404231
2024,6,235269105
2024,6,235269101
2024,6,222569842
2024,6,231404285
2024,6,235269110
2024,8,235269110
2024,6,235269124
2024,6,235269127
2024,6,231404349
2024,6,235269114
2024,6,235269162
2024,6,235269121
2024,8,240305395
2024,6,231404367
2024,6,231404304
2024,6,235269133
2024,6,235269134
2024,6,231404316
2024,6,235269184
2024,6,235269185
2024,6,235269167
2024,6,225453718
2024,6,222569894
2024,6,235269144
2024,6,235269209
2024,6,235269141
2024,6,235269142
2024,6,246681050
2024,6,235269158
2024,6,235269207
2024,6,235269223
2024,6,235269228
2024,6,235269235
2024,6,235269256
2024,3,222569857
2024,6,246681100
2024,6,235269230
2024,6,235269241
2024,6,238426252
2024,6,235269264
2024,6,235269286
2024,6,235269299
2024,6,235269308
2024,6,240305406
2024,7,235269285
2024,6,235269242
2024,6,235269250
2024,6,235269300
2024,6,246681055
2024,6,235269389
2024,6,235269390
2024,6,235269398
2024,6,246681091
2024,6,235269420
2024,6,235269374
2024,6,235269361
2024,6,240305425
2024,6,235269425
2024,6,235269456
2024,6,235269462
2024,6,235269526
2024,6,235269455
2024,6,235269494
2024,6,235269528
2024,6,235269501
2024,6,235269524
2024,6,235269605
2024,6,222569897
2024,6,235269536
2024,6,235269551
2024,6,235269486
2024,6,235269540
2024,6,235269488
2024,6,222569952
2024,6,235270800
2024,6,235269591
2024,6,238426543
2024,6,235269620
2024,6,235269637
2024,6,222569912
2024,6,240305574
2024,6,235269690
2024,6,225453728
2024,8,222569907
2024,6,240305513
2024,6,225453721
2024,6,246681190
2024,6,235269604
2024,6,235269682
2024,6,235269714
2024,6,235269733
2024,6,235269742
2024,6,235269763
2024,2,235269716
2024,6,235269738
2024,6,238426627
2024,6,235269729
2024,6,238426639
2024,6,235269752
2024,6,238426513
2024,6,235269955
2024,6,235269846
2024,2,222569945
2024,6,235269878
2024,6,238426557
2024,8,235269810
2024,6,238426586
2024,6,235270106
2024,6,240305742
2024,6,235270006
2024,6,222569951
2024,6,238426634
2024,6,246681099
2024,9,222569967
2024,6,240305717
2024,9,235269995
2024,6,235270014
2024,6,225453736
2024,6,235270075
2024,6,246681125
2024,6,246681151
2024,6,238426592
2024,3,238426626
2024,6,240305807
2024,6,238426664
2024,6,238426711
2024,6,235270129
2024,6,222569948
2024,6,238426761
2024,3,238426703
2024,6,240305929
2024,6,238426667
2024,6,238426841
2024,6,238426865
2024,1,246681373
2024,6,246681373
2024,6,240305894
2024,6,238426915
2024,1,246681314
2024,6,238428421
2024,6,238428448
2024,6,222569852
2024,6,240305981
2024,6,240305893
2024,6,238427026
2024,6,238427080
2024,8,240305943
2024,6,222570014
2024,6,225453770
2024,6,240305995
2024,6,240305996
2024,6,238427159
2024,6,246681485
2024,6,240305902
2024,3,240305922
2024,6,240305944
2024,6,238427185
2024,6,238427187
2024,6,246681533
2024,6,246681540
2024,6,240306080
2024,6,222570035
2024,6,238427152
2024,6,240305972
2024,6,222570058
2024,6,240306943
2024,6,240306099
2024,6,238427317
2024,6,240306014
2024,6,240306114
2024,6,240306133
2024,6,240306131
2024,6,240306132
2024,6,240306231
2024,6,240306186
2024,6,240306146
2024,6,240306162
2024,9,240306216
2024,6,240306257
2024,6,246681719
2024,6,240306275
2024,6,240306292
2024,6,246681768
2024,6,240306336
2024,6,240306237
2024,6,240306251
2024,6,246681735
2024,6,240306490
2024,6,240306422
2024,6,246681790
2024,6,240306303
2024,6,240306455
2024,6,225453785
2024,6,240306296
2024,6,246681979
2024,6,246681980
2024,6,240306375
2024,6,240306304
2024,6,222570038
2024,1,246681840
2024,3,246681840
2024,6,240306423
2024,6,225453802
2024,6,240306427
2024,7,240306444
2024,6,246681868
2024,6,240306414
2024,6,240306434
2024,6,240306477
2024,6,240306509
2024,6,246681943
2024,6,246681903
2024,6,246681941
2024,6,246681942
2024,6,240306498
2024,6,246681994
2024,6,240306534
2024,6,225453809
2024,6,246682029
2024,6,246682016
2024,6,246682014
2024,6,240306492
2024,6,240306538
2024,6,240306561
2024,6,240306578
2024,6,246682033
2024,6,246682028
2024,8,240306547
2024,6,246682044
2024,6,240306631
2024,6,240306650
2024,6,246682452
2024,6,222570085
2024,6,240306652
2024,6,246682053
2024,6,246682081
2024,4,240306766
2024,6,240306731
2024,6,246682183
2024,6,246682189
2024,6,246682251
2024,6,222299083
2024,2,222299092
2024,12,224471741
2024,2,221268268
2024,2,221268309
2024,6,221268459
2024,6,246679257
2024,4,227651390
2024,9,223691194
2024,4,246679280
2024,11,221268518
2024,9,223691249
2024,9,221268579
2024,6,221268736
2024,9,227651439
2024,6,225455225
2024,9,223691181
2024,9,221268597
2024,6,223691270
2024,4,221268695
2024,9,221268387
2024,9,221268427
2024,9,223691224
2024,9,235271369
2024,9,223691276
2024,9,221268752
2024,3,223691307
2024,8,246679013
2024,6,221268587
2024,8,223691278
2024,9,240308567
2024,9,240308568
2024,9,240308569
2024,9,223691462
2024,6,223691463
2024,9,221268478
2024,3,223691569
2024,6,223691437
2024,9,221268700
2024,8,223691345
2024,4,221268580
2024,8,221268630
2024,9,233608015
2024,6,223691503
2024,4,246679061
2024,9,223691362
2024,3,221268927
2024,8,223691434
2024,9,225455242
2024,10,231405935
2024,8,223691478
2024,6,223691507
2024,8,229338419
2024,9,223691495
2024,1,223691483
2024,9,225455259
2024,6,223691447
2024,6,223691497
2024,6,223691533
2024,6,223691531
2024,9,225455295
2024,3,246679119
2024,9,221268788
2024,9,223691523
2024,9,221268891
2024,3,223691465
2024,1,223691501
2024,5,223691511
2024,9,227651378
2024,8,231405793
2024,6,227651400
2024,6,225455253
2024,6,240308805
2024,3,225455301
2024,6,225455301
2024,6,225455510
2024,6,225455511
2024,6,223691577
2024,3,225455512
2024,6,225455513
2024,9,225455515
2024,6,225455519
2024,6,227651330
2024,9,225455514
2024,9,223691605
2024,3,225455520
2024,6,223691597
2024,8,223691608
2024,6,223691609
2024,9,229338382
2024,9,227651424
2024,6,225455298
2024,6,225455317
2024,6,225455323
2024,8,225455323
2024,6,225455382
2024,9,225455411
2024,6,225455290
2024,9,225455304
2024,8,246679272
2024,9,223691596
2024,9,223691602
2024,9,223691616
2024,9,225455380
2024,9,223691675
2024,3,227651443
2024,8,225455324
2024,6,225455338
2024,9,223691642
2024,8,225455346
2024,9,227651373
2024,6,225455341
2024,9,225455378
2024,9,223691650
2024,6,225455419
2024,9,223691683
2024,3,227651427
2024,9,225455344
2024,4,246679281
2024,4,246679307
2024,9,223691641
2024,3,240308595
2024,6,227651435
2024,6,233608046
2024,9,223691673
2024,6,227651442
2024,4,246679308
2024,4,231405883
2024,9,227651474
2024,9,225455354
2024,9,225455439
2024,9,225455454
2024,9,225455375
2024,8,227651362
2024,9,225455405
2024,9,225455436
2024,9,229338455
2024,6,225455413
2024,9,227651478
2024,4,246679432
2024,8,227651418
2024,6,227651493
2024,6,231405913
2024,9,240308643
2024,9,225455429
2024,9,227651430
2024,4,246679437
2024,9,225455460
2024,4,246679454
2024,9,225455359
2024,9,227651530
2024,4,246679489
2024,6,246679405
2024,2,227651490
2024,4,240308700
2024,6,225455475
2024,6,229338456
2024,9,235271350
2024,9,235271387
2024,9,229338470
2024,1,227651517
2024,6,227651544
2024,9,231405945
2024,8,225455468
2024,9,227651459
2024,9,225455430
2024,9,229338481
2024,9,225455459
2024,9,227651505
2024,9,225455500
2024,9,227651559
2024,9,246679457
2024,9,225455447
2024,9,246679486
2024,4,246679487
2024,4,246679503
2024,9,227651566
2024,9,227651653
2024,9,227651477
2024,9,227651497
2024,3,233608075
2024,9,227651568
2024,9,233608020
2024,9,227651592
2024,8,233608028
2024,9,231405881
2024,6,240308529
2024,6,246679553
2024,6,246679593
2024,6,246679645
2024,9,229338570
2024,6,231405922
2024,6,227651608
2024,6,227651609
2024,6,227651639
2024,9,227651654
2024,9,233608027
2024,9,231405871
2024,6,227651676
2024,4,246679968
2024,9,235271490
2024,9,229338568
2024,9,238430781
2024,9,231405953
2024,6,227651677
2024,3,233608058
2024,6,229338512
2024,6,227651645
2024,3,229338573
2024,9,229338572
2024,9,227651633
2024,6,227651642
2024,9,229339340
2024,3,233608022
2024,9,229338626
2024,3,227651682
2024,9,238430823
2024,9,238430858
2024,9,229338643
2024,3,231405909
2024,6,229338671
2024,6,229338696
2024,6,233608053
2024,9,229338598
2024,3,231405977
2024,9,240308560
2024,9,229338582
2024,9,229338668
2024,9,229338690
2024,9,229338721
2024,9,235271374
2024,8,238430857
2024,6,231405928
2024,9,231405955
2024,9,231406008
2024,6,229338728
2024,6,229338742
2024,6,229338743
2024,9,246679739
2024,9,229338641
2024,3,246679752
2024,9,231405988
2024,10,238430849
2024,9,229338768
2024,6,233608033
2024,8,229338669
2024,9,229338700
2024,6,246679689
2024,9,231406020
2024,6,231406085
2024,6,229338740
2024,8,233608057
2024,8,233608059
2024,9,229338738
2024,6,231406025
2024,6,231406026
2024,6,233608086
2024,9,229338774
2024,9,246679650
2024,9,233608045
2024,9,229338780
2024,9,233608060
2024,4,231406002
2024,6,235271388
2024,9,233608068
2024,6,229338815
2024,6,229338827
2024,6,229338836
2024,9,231406134
2024,8,233608049
2024,6,233608050
2024,9,231406033
2024,9,233608100
2024,9,231406107
2024,7,240308607
2024,6,231406039
2024,8,231406039
2024,9,231406054
2024,9,231406112
2024,6,233608093
2024,9,229338876
2024,9,233608114
2024,6,229338890
2024,8,231406043
2024,9,231406068
2024,6,233608354
2024,9,231406140
2024,6,229338951
2024,6,233608355
2024,3,233608357
2024,9,229338855
2024,9,233608358
2024,6,229338898
2024,9,235271535
2024,9,233608094
2024,9,233608080
2024,6,238430955
2024,9,233608092
2024,4,246680125
2024,9,246679712
2024,4,246679728
2024,6,235271549
2024,9,235271438
2024,6,233608110
2024,9,231406161
2024,9,231406176
2024,6,233608118
2024,6,246679762
2024,9,231406059
2024,9,231406074
2024,9,235271513
2024,8,233608106
2024,3,240308715
2024,6,240308715
2024,6,240308716
2024,6,238430927
2024,6,238430987
2024,9,233608095
2024,9,233608108
2024,9,233608120
2024,9,231406195
2024,9,231406210
2024,8,233608113
2024,8,235271495
2024,9,246679777
2024,4,246679785
2024,3,233608152
2024,6,231406198
2024,9,233608115
2024,6,235271482
2024,8,238431070
2024,9,233608169
2024,9,231406165
2024,9,233608234
2024,6,233608185
2024,9,238431051
2024,9,233608273
2024,6,233608197
2024,3,238431086
2024,6,238431086
2024,8,238431086
2024,3,238431088
2024,6,238431088
2024,8,238431088
2024,6,233608284
2024,6,233608134
2024,6,246679833
2024,6,233608156
2024,6,233608192
2024,6,233608297
2024,6,233608167
2024,9,233608181
2024,9,235271537
2024,6,246679866
2024,6,233608263
2024,9,235271459
2024,9,246679871
2024,6,238430924
2024,7,233608256
2024,6,246679875
2024,9,246679892
2024,9,246679898
2024,9,233608282
2024,6,238431094
2024,1,233608179
2024,8,233608179
2024,6,235271643
2024,9,233608238
2024,6,233608291
2024,6,233608245
2024,8,246679903
2024,9,233608220
2024,6,235271551
2024,9,235271580
2024,9,235271626
2024,9,246680012
2024,6,233608196
2024,6,238431175
2024,9,233608267
2024,6,233608306
2024,1,246679943
2024,6,233608311
2024,9,235271514
2024,8,233608244
2024,9,235271595
2024,8,233608305
2024,9,235271575
2024,9,246679958
2024,6,235271612
2024,9,246679963
2024,6,235271653
2024,6,238431001
2024,6,238431111
2024,1,240308662
2024,9,235271608
2024,8,246680099
2024,6,246680058
2024,9,235271710
2024,9,235271744
2024,9,238431075
2024,6,238431172
2024,3,235271601
2024,8,246680094
2024,8,235271654
2024,9,235271668
2024,9,246680617
2024,8,246680618
2024,9,246680675
2024,9,235271738
2024,9,235271607
2024,6,246682268
2024,6,240306792
2024,6,246682224
2024,6,240306788
2024,6,246682353
2024,3,246682281
2024,6,240306853
2024,8,246682385
2024,6,246682506
2024,6,246682371
2024,6,246682541
2024,6,246682584
2024,3,246682678
2024,6,246682539
2024,6,246682614
2024,6,246682650
2024,6,246682683
2024,6,246682806
2024,6,246682903
2024,6,246682897
2024,3,246682935
2024,6,246682936
2024,6,246683034
2024,6,246683136
2024,6,246683083
2024,6,246683042
2024,6,246683130
2024,6,246683436
2024,6,225453778
2024,6,246683105
2024,6,246683218
2024,6,246683219
2024,6,246683085
2024,6,246683316
2024,6,246683415
2024,6,246683321
2024,6,246683410
2024,6,246683336
2024,6,246683287
2024,6,246683423
2024,4,246683440
2024,6,225453784
2024,6,246683499
2024,6,246683386
2024,6,246683432
2024,6,246683464
2024,6,246683503
2024,6,246683575
2024,6,246683569
2024,6,225453791
2024,6,246683693
2024,6,246683563
2024,6,246683610
2024,6,246683611
2024,6,246683829
2024,6,246683707
2024,6,222570158
2024,6,246683749
2024,6,246683826
2024,6,246683763
2024,6,246683918
2024,6,246683798
2024,8,246683798
2024,6,225453810
2024,6,246684041
2024,6,246684042
2024,6,225453819
2024,6,246684084
2024,6,246684193
2024,6,246684062
2024,6,246684235
2024,6,246684274
