data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2024,225836423,230680390,27,
2024,223964438,228797244,14,
2024,223964461,228797264,3,
2024,223964440,228797246,27,
2024,210986903,215883928,10,
2024,223964459,228797263,9,
2024,223964460,228797263,9,
2024,223964496,228797300,9,
2024,223964519,228797322,1,
2024,223964520,228797322,1,
2024,223964545,228797348,16,
2024,223964564,228797366,18,
2024,223964463,228797267,1,
2024,223964463,228797268,1,
2024,213176083,218055172,11,
2024,210986904,215883929,15,
2024,213176032,218055121,21,
2024,223964541,228797344,16,
2024,223964553,228797356,1,
2024,225836387,230680358,16,
2024,225836388,230680358,16,
2024,225836389,230680358,16,
2024,223964578,228797379,1,
2024,223964578,228797380,18,
2024,223964578,228797381,18,
2024,223964596,228797397,21,
2024,223964486,228797290,3,
2024,232198177,237043597,5,
2024,210986921,215883946,1,
2024,210986926,215883950,5,
2024,232198262,237043681,23,
2024,232198263,237043681,23,
2024,210986933,215883956,16,
2024,225836451,230680416,16,
2024,225836464,230680430,17,
2024,225836380,230680349,3,
2024,232198231,237043651,19,
2024,225836377,230680346,16,
2024,225836386,230680355,19,
2024,225836386,230680356,15,
2024,225836386,230680357,15,
2024,213176059,218055149,3,
2024,225836448,230680413,5,
2024,232198198,237043620,21,
2024,232198275,237043693,1,
2024,225836381,230680350,20,
2024,232198292,237043709,1,
2024,232198306,237043723,1,
2024,213176064,218055154,5,
2024,232198429,237043836,8,
2024,225836446,230680411,27,
2024,232198247,237043667,27,
2024,232198265,237043683,24,
2024,232198265,237043684,24,
2024,210986952,215883972,24,
2024,232198417,237043825,23,
2024,210986957,215883979,14,
2024,213176069,218055159,14,
2024,213176070,218055159,14,
2024,232198272,237043691,1,
2024,232198273,237043691,1,
2024,232198320,237043736,3,
2024,232198322,237043738,24,
2024,232198323,237043738,24,
2024,232198331,237043743,21,
2024,232198335,237043748,16,
2024,232198294,237043711,16,
2024,213176073,218055162,3,
2024,209228547,214142178,21,
2024,209228557,214142188,1,
2024,213176112,218055202,19,
2024,210986958,215883980,19,
2024,232198347,237043759,1,
2024,232198367,237043777,15,
2024,232198339,237043752,1,
2024,232198350,237043762,1,
2024,213176124,218055210,1,
2024,232198506,237043912,9,
2024,232198387,237043796,24,
2024,232198395,237043804,15,
2024,210986971,215883991,1,
2024,213176138,218055221,3,
2024,210986975,215883995,4,
2024,209228565,214142196,24,
2024,210986986,215884007,24,
2024,214860682,219728665,19,
2024,214860692,219728675,24,
2024,214860700,219728682,3,
2024,214860726,219728712,3,
2024,210986960,215883982,1,
2024,214860752,219728732,16,
2024,214860753,219728732,16,
2024,214860761,219728741,3,
2024,214860762,219728741,1,
2024,216927385,221788013,14,
2024,216927386,221788013,14,
2024,213176058,218055148,3,
2024,216927403,221788032,24,
2024,216927417,221788045,3,
2024,213176081,218055170,1,
2024,213176089,218055179,21,
2024,216927445,221788072,24,
2024,216927445,221788073,18,
2024,213176095,218055185,11,
2024,216927463,221788091,3,
2024,216927472,221788101,3,
2024,216927479,221788109,3,
2024,216927488,221788117,3,
2024,216927496,221788124,1,
2024,216927430,221788057,3,
2024,213176133,218055219,5,
2024,213176134,218055219,5,
2024,213176135,218055219,5,
2024,213176136,218055219,5,
2024,213176142,218055224,1,
2024,213176151,218055232,27,
2024,216927449,221788077,21,
2024,216927515,221788141,21,
2024,216927459,221788087,24,
2024,216927467,221788095,3,
2024,213176170,218055261,1,
2024,213176170,218055262,1,
2024,213176171,218055261,1,
2024,213176171,218055262,1,
2024,216927483,221788111,5,
2024,216927484,221788111,5,
2024,209228600,214142231,19,
2024,223964559,228797362,16,
2024,223964560,228797362,16,
2024,223964561,228797362,16,
2024,223964592,228797393,24,
2024,219127966,223978238,17,
2024,209228554,214142185,18,
2024,219127970,223978241,24,
2024,214860767,219728746,1,
2024,223964636,228797442,3,
2024,219127989,223978260,24,
2024,214860775,219728754,27,
2024,214860777,219728754,1,
2024,214860746,219728726,1,
2024,223964681,228797495,3,
2024,223964698,228797512,13,
2024,223964699,228797512,5,
2024,214860750,219728730,27,
2024,223964716,228797530,3,
2024,223964717,228797530,16,
2024,223964718,228797530,16,
2024,223964749,228797560,3,
2024,223964713,228797527,6,
2024,223964751,228797562,17,
2024,223964765,228797577,27,
2024,209228586,214142219,16,
2024,223964627,228797432,16,
2024,223964628,228797432,16,
2024,223964643,228797451,24,
2024,232198377,237043786,1,
2024,225836611,230680576,24,
2024,225836460,230680426,3,
2024,225836461,230680426,5,
2024,209228602,214142233,3,
2024,209228591,214142224,17,
2024,223964697,228797511,27,
2024,214860821,219728802,1,
2024,223964714,228797528,24,
2024,214860769,219728748,1,
2024,232198379,237043788,24,
2024,214860774,219728753,5,
2024,214860774,219728755,5,
2024,214860776,219728753,5,
2024,214860776,219728755,5,
2024,223964753,228797564,18,
2024,223964771,228797583,21,
2024,216927535,221788160,9,
2024,216927536,221788160,9,
2024,223964786,228797599,1,
2024,223964787,228797599,1,
2024,216927552,221788176,15,
2024,232198386,237043795,1,
2024,223964656,228797463,27,
2024,225836497,230680466,15,
2024,225836503,230680472,15,
2024,209228604,214142235,21,
2024,232198402,237043811,24,
2024,216927512,221788137,26,
2024,232198411,237043820,13,
2024,232198412,237043820,1,
2024,216927570,221788193,1,
2024,216927582,221788204,1,
2024,216927593,221788213,1,
2024,216927593,221788214,1,
2024,216927593,221788215,1,
2024,216927602,221788223,24,
2024,232198576,237043985,16,
2024,232198577,237043985,16,
2024,209228613,214142244,1,
2024,209228613,214142245,18,
2024,209228614,214142244,1,
2024,209228614,214142245,18,
2024,225836518,230680488,13,
2024,225836525,230680496,5,
2024,225836534,230680505,14,
2024,225836544,230680513,27,
2024,225836546,230680513,4,
2024,225836550,230680518,21,
2024,232198393,237043802,3,
