data_year,victim_id,injury_id
2023,194278920,5
2023,209691701,5
2023,209691702,5
2023,209691670,5
2023,209691682,5
2023,194278911,4
2023,194278913,4
2023,209691791,5
2023,186704166,5
2023,194278850,4
2023,194278921,5
2023,194278934,1
2023,194278934,2
2023,194278934,6
2023,194563895,5
2023,209688342,5
2023,209688455,5
2023,194276559,4
2023,209686206,5
2023,194276580,4
2023,194276588,5
2023,194276547,2
2023,194276541,5
2023,194562368,5
2023,209686369,5
2023,194562419,4
2023,209686440,5
2023,194562393,4
2023,209686152,4
2023,209686382,5
2023,209686442,5
2023,209686324,4
2023,194276608,2
2023,194276608,4
2023,194562453,4
2023,194562453,6
2023,209686226,5
2023,209686287,4
2023,209686290,4
2023,209686291,4
2023,209686319,4
2023,209686325,4
2023,209686450,5
2023,209686224,5
2023,209686261,6
2023,209686303,5
2023,209686395,5
2023,194276633,4
2023,194276634,5
2023,209686214,4
2023,209686232,4
2023,209686203,4
2023,209686489,5
2023,209686530,5
2023,194276577,4
2023,194276578,5
2023,209686378,4
2023,194276605,5
2023,194276631,5
2023,209691707,4
2023,209691730,4
2023,209691771,5
2023,194564799,5
2023,203638925,5
2023,203638959,5
2023,203639020,5
2023,209691813,4
2023,203638974,5
2023,203639005,5
2023,209691788,4
2023,209691761,5
2023,209691835,5
2023,209691810,4
2023,209691700,5
2023,186704160,4
2023,209691749,5
2023,194564818,4
2023,203639071,4
2023,203639093,5
2023,203639104,5
2023,203639119,4
2023,209691776,5
2023,194564861,5
2023,194564862,5
2023,209691828,4
2023,209691852,4
2023,194277046,5
2023,194277071,5
2023,194276943,4
2023,194276944,4
2023,194276927,4
2023,194276935,5
2023,194276942,5
2023,194276949,5
2023,194276980,8
2023,194562499,4
2023,194277066,5
2023,194277068,5
2023,194277078,4
2023,194277080,4
2023,194277000,5
2023,194562573,5
2023,194276988,5
2023,194277012,5
2023,194277024,5
2023,209686643,5
2023,194277047,5
2023,194277011,5
2023,209686755,5
2023,194277028,4
2023,194562492,5
2023,194277069,5
2023,209686559,4
2023,194562489,5
2023,194562517,5
2023,194562518,5
2023,194562488,5
2023,194562512,5
2023,194562521,5
2023,194562481,5
2023,194562498,5
2023,194562513,5
2023,194562528,5
2023,194562511,5
2023,209686546,1
2023,194562529,5
2023,194562549,4
2023,194277126,4
2023,209686700,4
2023,209686553,5
2023,194277132,5
2023,194277133,5
2023,209686662,5
2023,209686695,5
2023,209686713,5
2023,186702338,5
2023,209686706,5
2023,186702315,4
2023,209686711,5
2023,209686704,5
2023,209686814,5
2023,209686752,5
2023,209686773,4
2023,209686756,5
2023,209686764,5
2023,209686831,5
2023,209686770,5
2023,209686803,5
2023,209686786,5
2023,209686787,5
2023,209686989,5
2023,209687013,5
2023,209687052,4
2023,209686777,5
2023,209686778,5
2023,209686861,5
2023,209686894,4
2023,209687070,5
2023,209687072,5
2023,194562539,4
2023,194277152,5
2023,203639815,5
2023,203639840,5
2023,203639830,5
2023,203639895,5
2023,203639847,5
2023,203639945,4
2023,203639946,4
2023,206920666,5
2023,206920728,4
2023,206920860,4
2023,206920712,5
2023,206920713,5
2023,203639879,5
2023,203639907,5
2023,203639896,5
2023,206920773,5
2023,206920877,5
2023,206920904,4
2023,209816506,5
2023,209816519,4
2023,209816528,4
2023,209816529,4
2023,209816526,4
2023,209816530,4
2023,203639984,4
2023,209816516,4
2023,209816538,5
2023,203639853,4
