data_year,weapon_id,offense_id,nibrs_weapon_id
2024,41,237292220,
2024,41,233825261,
2024,5,246475650,
2024,41,237292227,
2024,38,240132315,
2024,41,237292234,
2024,41,237292235,
2024,41,237292242,
2024,41,237292244,
2024,42,237292248,
2024,41,237292259,
2024,41,240132318,
2024,41,240132330,
2024,41,240132331,
2024,41,240132338,
2024,41,243558628,
2024,41,240132343,
2024,41,223051398,
2024,41,240132352,
2024,41,246475652,
2024,41,246475654,
2024,41,223051411,
2024,1,233825263,
2024,41,222555264,
2024,13,226021384,
2024,41,226021385,
2024,41,240132360,
2024,41,226021402,
2024,41,231028183,
2024,21,228035294,
2024,41,228035295,
2024,42,222555282,
2024,41,228035312,
2024,42,226021415,
2024,41,246475671,
2024,38,240132361,
2024,41,229999255,
2024,41,240132363,
2024,41,229999262,
2024,41,229999264,
2024,42,229999265,
2024,21,231028185,
2024,21,231028186,
2024,9,229999266,
2024,42,229999267,
2024,38,223051422,
2024,38,229999276,
2024,41,229999282,
2024,41,229999283,
2024,41,229999285,
2024,41,229999284,
2024,41,229999290,
2024,41,233825269,
2024,41,231028209,
2024,41,233825270,
2024,41,231028215,
2024,41,231028218,
2024,41,233825274,
2024,41,233825278,
2024,41,233825281,
2024,17,233825286,
2024,17,233825287,
2024,17,237292285,
2024,42,226021416,
2024,41,233825299,
2024,38,233825301,
2024,41,233825305,
2024,38,237292287,
2024,41,232996436,
2024,41,232996439,
2024,41,232996441,
2024,41,232996448,
2024,38,232996453,
2024,41,232996454,
2024,41,232996461,
2024,41,233825341,
2024,41,233825342,
2024,42,244467359,
2024,41,233825346,
2024,41,220757208,
2024,41,233825348,
2024,42,238369677,
2024,41,238369679,
2024,37,238369679,
2024,41,238369681,
2024,41,238369689,
2024,1,238369691,
2024,41,240132378,
2024,32,222555354,
2024,41,238369695,
2024,41,240982215,
2024,41,246475734,
2024,13,238369697,
2024,41,246475736,
2024,41,238369698,
2024,38,240982229,
2024,41,240132386,
2024,38,240132387,
2024,41,240132388,
2024,41,240132389,
2024,41,240982232,
2024,41,240982234,
2024,41,240982235,
2024,21,240982239,
2024,41,240982242,
2024,41,222555365,
2024,38,225205360,
2024,38,225205363,
