data_year,bias_id,offense_id
2021,88,162898292
2021,88,162898326
2021,88,171460985
2021,88,162901869
2021,88,162901870
2021,88,162898343
2021,88,162901863
2021,88,166398753
2021,88,162898357
2021,88,166398542
2021,88,162901885
2021,88,163925318
2021,88,162901890
2021,88,162898386
2021,88,162898338
2021,88,162898335
2021,88,162898364
2021,88,166398577
2021,88,162898342
2021,88,162901876
2021,88,162898383
2021,88,162898423
2021,88,162898369
2021,88,163925340
2021,88,162898371
2021,88,162901893
2021,88,162898415
2021,88,167783594
2021,88,162898442
2021,88,162901906
2021,88,162898426
2021,88,162898399
2021,88,171461010
2021,88,162901922
2021,88,163925338
2021,88,162901929
2021,88,162898421
2021,88,162898450
2021,88,162901932
2021,88,171494067
2021,88,171494068
2021,88,162898425
2021,88,162898417
2021,88,162898440
2021,88,162901967
2021,88,163925366
2021,88,175617030
2021,88,163916171
2021,88,162898479
2021,88,162898422
2021,88,163926174
2021,88,171461049
2021,88,163925334
2021,88,166398607
2021,88,162898490
2021,88,163926201
2021,88,162898469
2021,88,163926192
2021,88,166398643
2021,88,162898464
2021,88,162902779
2021,88,162902778
2021,88,163925374
2021,88,171461147
2021,88,163926183
2021,88,162899232
2021,88,162899230
2021,88,163926190
2021,88,162902781
2021,88,163925373
2021,88,163926191
2021,88,162902783
2021,88,163926199
2021,88,162902782
2021,88,162899231
2021,88,163925383
2021,88,171466251
2021,88,163925379
2021,88,163926194
2021,88,162899233
2021,88,171466280
2021,88,163925404
2021,88,162902785
2021,88,162902786
2021,88,162902796
2021,88,163925385
2021,88,163926198
2021,88,163925384
2021,88,163925396
2021,88,163925403
2021,88,162902791
2021,88,162902789
2021,88,169072825
2021,88,162899234
2021,88,162902790
2021,88,163925386
2021,88,163925401
2021,88,162902803
2021,88,171466189
2021,88,171466190
2021,88,162899238
2021,88,171466212
2021,88,163926200
2021,88,170341236
2021,88,167786000
2021,88,167786001
2021,88,162902795
2021,88,162899240
2021,88,162902806
2021,88,162902797
2021,88,162899236
2021,88,162902798
2021,88,162902820
2021,88,162902824
2021,88,170341237
2021,88,163925388
2021,88,163925393
2021,88,163925392
2021,88,163926202
2021,88,162902799
2021,88,163926205
2021,88,171466238
2021,88,171466239
2021,88,163925409
2021,88,171466268
2021,88,162902802
2021,88,163925405
2021,88,163926206
2021,88,163926204
2021,88,163925410
2021,88,163926210
2021,88,163925411
2021,88,162899241
2021,88,167783663
2021,88,171466320
2021,88,167783665
2021,88,162902800
2021,88,163925412
2021,88,162902808
2021,88,170341298
2021,88,162899245
2021,88,162902813
2021,88,169073373
2021,88,163925416
2021,88,166405782
2021,88,162899242
2021,88,162899243
2021,88,162902810
2021,88,162902812
2021,88,163926211
2021,88,162899247
2021,88,171466372
2021,88,162902822
2021,88,163925414
2021,88,162899251
2021,88,171466433
2021,88,166398674
2021,88,163926216
2021,88,162899244
2021,88,163926212
2021,88,162902816
2021,88,171461204
2021,88,163926217
2021,88,162899248
2021,88,170341412
2021,88,171466389
2021,88,171466390
2021,88,162902819
2021,88,163926214
2021,88,163925415
2021,88,162902818
2021,88,163926215
2021,88,163926218
2021,88,163925417
2021,88,166398711
2021,88,179622722
2021,88,162902817
2021,88,162902815
2021,88,162899249
2021,88,171466207
2021,88,171466217
2021,88,171466228
2021,88,171466236
2021,88,179622723
2021,88,171460943
2021,88,171460968
2021,88,171494174
2021,88,170348699
2021,88,171466260
2021,88,171466265
2021,88,171466275
2021,88,167786071
2021,88,167786072
2021,88,171466291
2021,88,171466322
2021,88,171466335
2021,88,171466367
2021,88,171466218
2021,88,171466231
2021,88,171466243
2021,88,171460995
2021,88,178981795
2021,88,171466244
2021,88,171466259
2021,88,171466261
2021,88,171466274
2021,88,171466286
2021,88,171466299
2021,88,171466314
2021,88,171466332
2021,88,171466352
2021,88,171466353
2021,88,166398543
2021,88,176537341
2021,88,176537342
2021,88,171466363
2021,88,171466364
2021,88,171466394
2021,88,171461013
2021,88,163925420
2021,88,171466225
2021,88,171466242
2021,88,171466256
2021,88,171466277
2021,88,171466296
2021,88,171466302
2021,88,171466325
2021,88,174371020
2021,88,167783606
2021,88,166405542
2021,88,163926221
2021,88,171461098
2021,88,169072775
2021,88,174380501
2021,88,171461174
2021,88,171461196
2021,88,166398864
2021,88,166398865
2021,88,171461234
2021,88,166405874
2021,88,171466338
2021,88,171466366
2021,88,171466392
2021,88,171466230
2021,88,166405915
2021,88,171466257
2021,88,171461283
2021,88,171460942
2021,88,171460946
2021,88,171460973
2021,88,171461057
2021,88,171461123
2021,88,171461178
2021,88,171494295
2021,88,166405614
2021,88,171466246
2021,88,171466267
2021,88,171466270
2021,88,171466288
2021,88,171466304
2021,88,166398890
2021,88,171461334
2021,88,166398931
2021,88,171461413
2021,88,171461414
2021,88,170341106
2021,88,166405642
