data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2021,148764295,153757177,18,
2021,157196996,162123629,3,
2021,152142639,157124651,17,
2021,152142433,157124454,3,
2021,152142471,157124487,3,
2021,153524148,158490162,1,
2021,153524148,158490163,1,
2021,148764409,153753634,17,
2021,148764424,153753669,3,
2021,148761930,153753657,9,
2021,149668919,154665978,5,
2021,148764470,153753678,21,
2021,149673001,154665963,24,
2021,157197065,162123681,14,
2021,152142498,157124517,16,
2021,148764473,153757328,17,
2021,148761935,153757328,17,
2021,149673044,154666003,3,
2021,149673017,154661136,3,
2021,149673049,154665992,3,
2021,149673049,154665994,25,
2021,149673042,154665992,25,
2021,149673042,154665994,3,
2021,149673040,154665995,3,
2021,154808237,159757688,16,
2021,149673039,154665998,9,
2021,149668936,154666025,16,
2021,149668938,154661154,21,
2021,153524220,158490233,18,
2021,149673073,154661161,3,
2021,152142600,157124612,1,
2021,157230321,162158761,27,
2021,164702678,169557471,1,
2021,149668950,154661168,3,
2021,154808192,159757645,24,
2021,157197194,162123797,26,
2021,152142748,157124755,3,
2021,157197303,162123904,24,
2021,157197074,162123687,1,
2021,157197199,162123801,3,
2021,157197355,162123945,18,
2021,152142816,157124822,16,
2021,156076541,161014541,24,
2021,157197030,162123657,15,
2021,157197045,162123667,1,
2021,157197046,162123667,1,
2021,157230522,162158947,3,
2021,160092587,164994076,24,
2021,152142575,157124588,3,
2021,157197435,162124025,21,
2021,157197138,162123745,14,
2021,152142500,157124519,1,
2021,153524142,158490156,3,
2021,153524168,158490183,3,
2021,163060720,167926553,19,
2021,156076601,161014603,27,
2021,153524309,158490310,1,
2021,153524351,158490346,3,
2021,152142550,157124565,3,
2021,152142617,157124628,18,
2021,153524249,158490261,3,
2021,154808332,159757775,24,
2021,153524375,158490367,17,
2021,153524420,158490410,21,
2021,152142808,157124814,3,
2021,153524241,158490253,21,
2021,156076629,161014630,1,
2021,156076630,161014630,3,
2021,154808317,159757762,9,
2021,153524336,158490331,1,
2021,153524244,158490256,1,
2021,153524280,158490286,1,
2021,154808400,159757840,3,
2021,153524475,158490462,25,
2021,153524475,158490464,3,
2021,153524476,158490462,3,
2021,153524476,158490464,25,
2021,156076582,161014587,22,
2021,156076583,161014587,5,
2021,153524507,158490489,3,
2021,153524338,158490333,3,
2021,154808216,159757671,3,
2021,153524584,158490559,9,
2021,154810652,159760058,1,
2021,154810652,159760059,1,
2021,153524533,158490514,27,
2021,156076694,161014690,27,
2021,160092666,164994153,18,
2021,153524426,158490417,3,
2021,154810872,159760269,27,
2021,165334995,170177353,22,
2021,153524433,158490423,27,
2021,153524456,158490447,27,
2021,154808918,159758355,24,
2021,154808919,159758355,24,
2021,160092702,164994187,16,
2021,154808398,159757838,15,
2021,154808777,159758212,21,
2021,157230552,162158976,3,
2021,154808850,159758283,3,
2021,157230606,162159028,26,
2021,157230641,162159058,1,
2021,157230641,162159059,25,
2021,157230642,162159058,25,
2021,157230642,162159059,1,
2021,156076881,161014862,3,
2021,148762714,153758085,3,
2021,154808563,159758001,15,
2021,148765221,153754384,24,
2021,154808584,159758025,26,
2021,154808649,159758089,19,
2021,160092693,164994178,24,
2021,160092746,164994228,3,
2021,156078719,161016642,21,
2021,148762718,153758090,3,
2021,148762734,153758098,27,
2021,148762734,153758101,25,
2021,160092792,164994271,24,
2021,148762736,153758098,25,
2021,148762736,153758101,27,
2021,154808574,159758013,3,
2021,157230453,162158888,1,
2021,157202403,162128666,27,
2021,157202411,162128680,25,
2021,157202411,162128681,3,
2021,160102158,165003175,3,
2021,157202390,162128653,1,
2021,157202414,162128683,3,
2021,160092832,164994310,1,
2021,160092911,164994382,27,
2021,156078890,161016812,24,
2021,156078891,161016812,17,
2021,156078892,161016812,17,
2021,152149933,157131578,3,
2021,157230514,162158940,15,
2021,154808547,159757985,18,
2021,157230573,162159000,26,
2021,154808599,159758040,17,
2021,160092924,164994395,15,
2021,153526694,158492561,17,
2021,153526695,158492561,19,
2021,156077018,161014993,3,
2021,156076714,161014710,13,
2021,154815097,159764319,7,
2021,154815201,159764420,3,
2021,154815214,159764433,19,
2021,154815215,159764433,24,
2021,154815184,159764403,19,
2021,156076749,161014744,17,
2021,156076750,161014744,19,
2021,156076828,161014816,27,
2021,156084318,161021924,1,
2021,157238634,162166642,1,
2021,157238634,162166643,1,
2021,157238634,162166644,1,
2021,156077006,161014981,9,
2021,157238547,162166558,21,
2021,160092974,164994444,16,
2021,157230591,162159014,16,
2021,156076949,161014926,27,
2021,160093011,164994479,24,
2021,161332681,166220592,21,
2021,166540103,171374940,1,
2021,156077036,161015011,3,
2021,156077074,161015049,3,
2021,160093155,164994607,16,
2021,156076855,161014839,25,
2021,158770586,163679783,1,
2021,160102059,165003084,3,
2021,158770737,163679922,16,
2021,158770662,163679850,27,
2021,156076855,161014840,17,
2021,156076856,161014839,5,
2021,156076856,161014840,25,
2021,157230515,162158941,1,
2021,156076891,161014873,27,
2021,156076959,161014935,1,
2021,160102115,165003136,17,
2021,160102175,165003191,3,
2021,156076925,161014903,16,
2021,161337697,166225272,19,
2021,161337725,166225298,3,
2021,156076962,161014938,24,
2021,162255386,167132477,3,
2021,160092858,164994334,1,
2021,157230823,162159243,21,
2021,157230869,162159288,19,
2021,157230870,162159288,19,
2021,157230584,162159009,3,
2021,157230688,162159108,27,
2021,161337685,166225260,17,
2021,157230689,162159108,5,
2021,157230690,162159108,5,
2021,164702717,169557507,1,
2021,157230815,162159235,19,
2021,157230862,162159282,27,
2021,157230671,162159086,27,
2021,164717454,169571532,5,
2021,160092951,164994420,15,
2021,160092952,164994420,15,
2021,157230819,162159239,17,
2021,157230697,162159117,15,
2021,162255485,167132572,24,
2021,163060955,167926769,3,
2021,157230771,162159194,1,
2021,157231058,162159481,27,
2021,157230685,162159105,27,
2021,160092755,164994237,1,
2021,157230874,162159292,3,
2021,160092877,164994351,16,
2021,157230794,162159217,27,
2021,157230949,162159374,3,
2021,157230871,162159289,21,
2021,160092949,164994419,16,
2021,160092862,164994337,1,
2021,160093094,164994546,21,
2021,160093121,164994576,1,
2021,157231095,162159520,9,
2021,160092917,164994388,1,
2021,160092917,164994389,25,
2021,160092919,164994388,25,
2021,160092919,164994389,1,
2021,157231165,162159582,17,
2021,160092987,164994457,3,
2021,160093045,164994504,9,
2021,160093046,164994504,1,
2021,160093101,164994553,3,
2021,160093196,164994648,1,
2021,160092979,164994448,16,
2021,160093135,164994589,27,
2021,160093190,164994641,27,
2021,160093190,164994642,16,
2021,160093029,164994491,27,
2021,160093097,164994549,1,
2021,160093120,164994575,1,
2021,160093171,164994623,9,
2021,160092971,164994440,3,
2021,160093158,164994610,1,
2021,160093223,164994669,27,
2021,160093086,164994539,18,
2021,160093086,164994540,18,
2021,160093116,164994571,5,
2021,161332743,166220654,5,
2021,160093410,164994855,21,
2021,149674048,154666905,13,
2021,149674048,154666908,25,
2021,160093198,164994650,27,
2021,160093218,164994668,24,
2021,160093307,164994754,27,
2021,160093271,164994718,3,
2021,161332482,166220417,3,
2021,149674092,154666905,25,
2021,149674092,154666908,13,
2021,160093372,164994821,1,
2021,160093321,164994769,1,
2021,160093362,164994811,27,
2021,160093417,164994863,19,
2021,160093436,164994883,1,
2021,149674052,154666905,19,
2021,149674052,154666908,21,
2021,160093493,164994944,1,
2021,160093446,164994895,5,
2021,160093447,164994895,27,
2021,160093543,164994984,16,
2021,160093568,164995007,25,
2021,160093568,164995008,19,
2021,160093569,164995007,19,
2021,160093569,164995008,25,
2021,160093601,164995032,1,
2021,160093538,164994980,3,
2021,163060775,167926602,5,
2021,165335120,170177472,27,
2021,165335002,170177360,3,
2021,149674080,154666953,1,
2021,160101416,165002465,3,
2021,161332932,166220830,7,
2021,161332996,166220895,3,
2021,160093686,164995112,15,
2021,160093687,164995112,10,
2021,164702626,169557410,15,
2021,149674130,154666967,3,
2021,160093554,164994995,9,
2021,160093653,164995082,27,
2021,161332538,166220473,16,
2021,154814617,159763867,25,
2021,154814617,159763868,1,
2021,154814618,159763867,1,
2021,154814618,159763868,25,
2021,161332622,166220540,1,
2021,149674224,154667077,3,
2021,160093736,164995157,15,
2021,160093630,164995059,11,
2021,160093631,164995059,11,
2021,160093652,164995081,3,
2021,161332831,166220732,1,
2021,160093722,164995143,5,
2021,163060906,167926724,16,
2021,163060523,167926370,1,
2021,163060523,167926371,1,
2021,163060524,167926370,1,
2021,163060524,167926371,1,
2021,160093663,164995091,16,
2021,163060931,167926745,15,
2021,160093659,164995088,24,
2021,161332747,166220657,3,
2021,149674247,154667081,3,
2021,161332774,166220682,27,
2021,161332775,166220682,5,
2021,161332832,166220733,3,
2021,164702464,169557264,17,
2021,152149705,157131356,3,
2021,149674209,154667079,3,
2021,165335079,170177430,1,
2021,161332793,166220694,27,
2021,152149721,157131373,3,
