data_year,suspect_using_id,offense_id
2022,4,188801303
2022,4,197173550
2022,4,197173551
2022,4,185278318
2022,4,185278319
2022,4,188801306
2022,4,182425459
2022,4,190412731
2022,4,193466669
2022,4,193466670
2022,4,190412732
2022,4,193466672
2022,4,195108444
2022,1,182426672
2022,4,182426696
2022,4,187214292
2022,4,187214302
2022,4,187214309
2022,4,187214314
2022,4,187214324
2022,4,188802702
2022,4,185280338
2022,4,191826753
2022,4,191826759
2022,4,177106408
2022,4,177106312
2022,4,177106316
2022,4,177106322
2022,4,177106331
2022,4,193468256
2022,4,179174981
2022,4,177106367
2022,4,177106382
2022,4,197175241
2022,4,179174894
2022,4,179174898
2022,4,177106375
2022,4,179174911
2022,4,177105416
2022,4,185278658
2022,4,179174929
2022,4,177106386
2022,4,177106332
2022,4,179174934
2022,4,179174935
2022,4,197175043
2022,4,179174942
2022,4,179174991
2022,4,181424765
2022,4,181425612
2022,4,179174999
2022,4,179175008
2022,4,177105417
2022,4,177105420
2022,4,177105424
2022,4,177105427
2022,4,177105412
2022,4,179174500
2022,4,181425638
2022,4,197175061
2022,4,181425658
2022,4,181425685
2022,4,179175015
2022,4,179176571
2022,4,179176597
2022,4,179175177
2022,4,179175186
2022,4,181425674
2022,4,181425690
2022,4,181425702
2022,4,181425709
2022,4,181425669
2022,4,181425673
2022,4,181425683
2022,4,181425693
2022,4,181425645
2022,4,185278667
2022,4,181424770
2022,2,179174506
2022,4,185278496
2022,4,181424781
2022,4,179174550
2022,4,181424788
2022,4,185278507
2022,4,181424802
2022,4,182425448
2022,4,183960429
2022,4,183960430
2022,4,183960431
2022,4,185278519
2022,4,181424797
2022,4,181424800
2022,4,179174589
2022,4,197173155
2022,4,182425824
2022,4,181425726
2022,4,182425843
2022,4,182425863
2022,4,183960650
2022,4,182425880
2022,4,182425884
2022,4,181424807
2022,4,181424808
2022,4,181424810
2022,4,181424789
2022,4,182425449
2022,4,181424793
2022,4,181424853
2022,4,181424854
2022,4,183960654
2022,4,182425826
2022,4,182425859
2022,4,182425879
2022,4,185278260
2022,4,181424868
2022,4,182425437
2022,4,182425438
2022,4,182425439
2022,4,197173156
2022,4,182425440
2022,4,182425441
2022,4,185278266
2022,4,185278267
2022,4,182425443
2022,4,197173157
2022,4,185278272
2022,4,183960443
2022,4,182425445
2022,4,182425457
2022,4,185278277
2022,4,183960452
2022,1,187212859
2022,4,183960662
2022,4,183960642
2022,4,183960646
2022,4,182425786
2022,4,183960648
2022,4,183960649
2022,4,183960657
2022,4,183960669
2022,4,182425790
2022,4,185278690
2022,4,185278701
2022,4,185278632
2022,4,183960692
2022,4,185278639
2022,4,183960709
2022,4,182425820
2022,4,183960718
2022,4,183960730
2022,4,183960687
2022,4,183960693
2022,4,183960697
2022,4,197175081
2022,4,183960707
2022,4,183960714
2022,4,183960663
2022,4,183960665
2022,4,183960670
2022,4,183960679
2022,4,183960684
2022,4,183960685
2022,4,183960672
2022,4,183960676
2022,4,187214416
2022,4,183960678
2022,4,183960683
2022,4,183960691
2022,4,183960695
2022,4,183960698
2022,4,183960689
2022,4,183960694
2022,4,185278647
2022,4,187214426
2022,4,183960700
2022,4,197173159
2022,4,183960553
2022,4,185278511
2022,4,183960555
2022,4,185278521
2022,4,183960564
2022,4,183960572
2022,4,183960574
2022,4,183960565
2022,4,183960570
2022,4,195108529
2022,4,183960579
2022,4,187212870
2022,4,188801286
2022,4,187212875
2022,4,187212876
2022,4,183960473
2022,4,185278531
2022,4,201328347
2022,4,195109192
2022,4,187214365
2022,4,201328348
2022,4,185278293
2022,4,187212862
2022,4,185278298
2022,4,185278282
2022,4,185278285
2022,4,190412782
2022,4,190412783
2022,4,185278287
2022,4,190412789
2022,4,187212872
2022,4,187212874
2022,4,187212880
2022,4,197173158
2022,4,197173162
2022,4,185278292
2022,1,187212887
2022,4,187212894
2022,4,190413851
2022,4,190413852
2022,4,185278670
2022,4,185278671
2022,4,183960716
2022,4,185278676
2022,4,183960719
2022,1,183960724
2022,4,187212900
2022,4,190412798
2022,4,190412799
2022,4,187212910
2022,4,187212915
2022,4,190412807
2022,4,190412814
2022,4,187213004
2022,4,187213012
2022,4,187213022
2022,4,187213028
2022,4,187212796
2022,4,187212798
2022,4,188801287
2022,4,193466632
2022,4,187212791
2022,4,187212794
2022,4,197173428
2022,4,188801294
2022,4,188801301
2022,4,188801302
2022,4,197173437
2022,4,193466639
2022,4,188801282
2022,4,188801281
2022,4,197173445
2022,4,188801283
2022,4,188801285
2022,4,190412781
2022,4,190412788
2022,4,188801288
2022,4,190412793
2022,4,191825584
2022,4,185279398
2022,4,185279424
2022,4,185278706
2022,4,185278672
2022,4,183960729
2022,4,188801293
2022,4,188801296
2022,4,190412712
2022,4,190412713
2022,4,190412715
2022,4,190412717
2022,4,190412821
2022,4,190412828
2022,4,193466645
2022,4,190412837
2022,4,190412848
2022,4,190412855
2022,4,190412864
2022,4,190412877
2022,4,193466653
2022,4,195108596
2022,4,183960717
2022,4,183960721
2022,4,185278681
2022,4,199582991
2022,4,190415434
2022,4,185278692
2022,4,185278705
2022,4,185278713
2022,4,185278718
2022,4,185278720
2022,4,185278707
2022,4,185278702
2022,4,185278724
2022,4,197174821
2022,4,185278748
2022,4,185278759
2022,4,185278754
2022,4,185278766
2022,4,185278774
2022,4,185278729
2022,4,185278742
2022,4,185278770
2022,4,187214403
2022,4,187214410
2022,4,185278791
2022,4,185278792
2022,4,197173454
2022,4,197173455
2022,4,197173456
2022,4,199582977
2022,4,193466660
2022,4,190412711
2022,4,190412714
2022,1,191825597
2022,4,191825615
2022,4,191825621
2022,4,191825624
2022,4,191825604
2022,4,191825605
2022,4,191825607
2022,4,191825608
2022,4,191825610
2022,4,191825614
2022,4,191825603
2022,4,191825606
2022,4,191825609
2022,4,191825938
2022,4,187214513
2022,4,187214522
2022,4,187214529
2022,4,187214457
2022,4,187214466
2022,4,187214479
2022,4,187214480
2022,4,187214490
2022,4,187214704
2022,4,201328368
2022,4,197173482
2022,4,199582978
2022,4,191825957
2022,3,197173495
2022,4,197173165
2022,4,197173166
2022,4,197173167
2022,4,187214721
2022,4,201328378
2022,4,197173170
2022,4,187214534
2022,4,193467021
2022,4,187214547
2022,4,187214606
2022,4,187214618
2022,4,187214629
2022,4,187214563
2022,4,193467030
2022,4,199582994
2022,4,193467049
2022,4,199583006
2022,4,195108600
2022,4,201328337
2022,4,197173171
2022,4,201328339
2022,4,199583011
2022,4,195108398
2022,4,199583019
2022,4,197173173
2022,4,193466612
2022,4,195108439
2022,4,195108440
2022,4,197173175
2022,4,195108450
2022,4,195108453
2022,4,195108459
2022,4,188802291
2022,4,195108468
2022,4,187214668
2022,4,195108476
2022,4,195108491
2022,4,187214679
2022,4,197173169
2022,4,195108554
2022,3,199582992
2022,4,197173174
2022,4,197173178
2022,4,197173180
2022,4,183962118
2022,4,181425744
2022,4,181425745
2022,4,181425746
2022,4,187214345
2022,4,188802735
2022,4,179175698
2022,4,181425761
2022,4,181425778
2022,4,187214352
2022,4,183962133
2022,4,183962134
2022,4,183962090
2022,4,193468283
2022,4,188802739
2022,4,182426882
2022,4,188802294
2022,4,190415442
2022,4,187214626
2022,4,187214640
2022,4,188802252
2022,4,187214660
2022,4,197174913
2022,4,182426883
2022,4,182426884
2022,4,188802746
2022,4,182426625
2022,4,182426649
2022,4,185279373
2022,4,182426694
2022,4,188802755
2022,4,190414576
2022,4,188802258
2022,4,188802265
2022,4,188802274
2022,4,188802283
2022,4,188802298
2022,4,185279338
2022,4,188802353
2022,4,188802392
2022,4,188802393
2022,4,187214377
2022,4,187214321
2022,4,187214322
2022,4,187214323
2022,4,187214330
2022,4,190414580
2022,4,188802317
2022,4,188802316
2022,4,188802341
2022,4,188802382
2022,4,190415447
2022,4,190415452
2022,4,190415455
2022,4,190415457
2022,1,188802408
2022,3,188802408
2022,4,188802350
2022,4,188802363
2022,4,197174954
2022,4,187214338
2022,4,188802734
2022,4,193467567
2022,4,188802310
2022,4,188802311
2022,4,197174963
2022,4,188802314
2022,4,190413910
2022,4,190413918
2022,4,197174988
2022,4,188802742
2022,4,187214348
2022,4,190414588
2022,4,188802749
2022,4,188802753
2022,4,188802757
2022,4,187214340
2022,4,188802759
2022,4,195109792
2022,4,190414026
2022,4,190414053
2022,4,193467466
2022,4,190414036
2022,4,191826239
2022,4,191826240
2022,4,190413977
2022,4,197175016
2022,4,191826247
2022,4,197175031
2022,4,191826256
2022,4,193467530
2022,4,193467531
2022,4,193467540
2022,4,188802751
2022,4,188802756
2022,4,188802761
2022,4,193468253
2022,4,190414487
2022,4,190414020
2022,4,191826269
2022,4,191826236
2022,4,191826243
2022,4,191826244
2022,4,191826249
2022,4,191826253
2022,4,197175051
2022,4,197175052
2022,4,197175053
2022,4,191826238
2022,4,193467548
2022,4,191826245
2022,4,191826250
2022,4,191826255
2022,4,190414497
2022,4,193468259
2022,4,197175284
2022,4,193468289
2022,4,193468299
2022,4,195109800
2022,4,193468245
2022,4,197175189
2022,4,195109744
2022,4,195109752
2022,4,195109753
2022,4,195109760
2022,4,195109772
2022,4,197175208
2022,4,179176324
2022,4,199583859
2022,4,193467520
2022,4,193467543
2022,4,193467552
2022,4,181426616
2022,4,199583872
2022,4,193467516
2022,4,182427289
2022,4,197174322
2022,4,193467560
2022,4,193467561
2022,4,193467575
2022,4,193467587
2022,4,195109215
2022,4,197174339
2022,4,197174347
2022,4,193467532
2022,4,193467541
2022,4,197174344
2022,4,197174354
2022,4,197174363
2022,4,195109186
2022,4,195109194
2022,4,195109201
2022,4,197174383
