data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,48021992,,51
2022,50051535,,51
2022,49152749,,51
2022,49152750,,51
2022,49152751,,51
2022,49547008,,51
2022,46507779,,51
2022,46507788,,51
2022,48749915,,51
2022,49153255,,51
2022,50052146,,51
2022,50052147,,51
2022,46272833,,51
2022,45225262,,51
2022,45225265,,51
2022,45225255,,51
2022,46272835,,51
2022,45710753,,51
2022,46272841,,51
2022,46507333,,51
2022,46883666,,51
2022,47194329,,51
2022,46272861,,51
2022,46272867,,51
2022,46507328,,51
2022,46507329,,51
2022,47194256,,51
2022,46883671,,51
2022,47194258,,51
2022,47643899,,51
2022,50051433,,51
2022,50051434,,51
2022,47194326,,51
2022,46883702,,51
2022,49547027,,51
2022,48021982,,51
2022,47643907,,51
2022,47643901,,51
2022,48429273,,51
2022,47643904,,51
2022,47643906,,51
2022,47643909,,51
2022,50051432,,51
2022,47643913,,51
2022,47643968,,51
2022,47643876,,51
2022,48021983,,51
2022,49152737,,51
2022,50051505,,51
2022,50051507,,51
2022,48021978,,51
2022,48021979,,51
2022,48021981,,51
2022,48021984,,51
2022,48749557,,51
2022,48429238,,51
2022,49152740,,51
2022,48429293,,51
2022,48429294,,51
2022,49152743,,51
2022,49152744,,51
2022,50051511,,51
2022,50627194,,51
2022,48429237,,51
2022,48749559,,51
2022,48749560,,51
2022,51046364,,51
2022,50051519,,51
2022,50051436,,51
2022,50051437,,51
2022,50051438,,51
2022,50051440,,51
2022,49152860,,51
2022,50627197,,51
2022,50627200,,51
2022,49547043,,51
2022,51046352,,51
2022,50051441,,51
2022,51046354,,51
2022,50627203,,51
2022,49546995,,51
2022,50627206,,51
2022,50051439,,51
2022,50051442,,51
2022,46273159,,51
2022,46273166,,51
2022,46507759,,51
2022,47194666,,51
2022,47194667,,51
2022,48429804,,51
2022,47644340,,51
2022,47644321,,51
2022,47644322,,51
2022,47644328,,51
2022,48022479,,51
2022,49153254,,51
2022,48429772,,51
2022,50052163,,51
2022,49547452,,51
2022,50052130,,51
2022,45711386,,51
2022,46508001,,51
2022,47194923,,51
2022,48022770,,51
2022,49547704,,51
2022,48430034,,51
2022,48750140,,51
2022,48430037,,51
2022,49153515,,51
2022,49547635,,51
2022,50052098,,51
2022,45225654,,51
2022,45225610,,51
2022,45225615,,51
2022,45710923,,51
2022,45710924,,51
2022,45225643,,51
2022,47194378,,51
2022,45225645,,51
2022,45225617,,51
2022,45710904,,51
2022,50052059,,51
2022,45710936,,51
2022,45711475,,51
2022,45710998,,51
2022,46273147,,51
2022,46273137,,51
2022,46273128,,51
2022,46507513,,51
2022,46273153,,51
2022,46507523,,51
2022,46507541,,51
2022,46507492,,51
2022,47194398,,51
2022,46883764,,51
2022,46883765,,51
2022,50052080,,51
2022,46883753,,51
2022,46883758,,51
2022,47644355,,51
2022,46883757,,51
2022,46883763,,51
2022,47644358,,51
2022,49547228,,51
2022,47644335,,51
2022,48429569,,51
2022,47194386,,51
2022,46883774,,51
2022,46883775,,51
2022,46883777,,51
2022,46883779,,51
2022,47194387,,51
2022,46883782,,51
2022,46883776,,51
2022,48430090,,51
2022,47194400,,51
2022,47194404,,51
2022,47194405,,51
2022,47194401,,51
2022,47194399,,51
2022,47194409,,51
2022,47194413,,51
2022,47194420,,51
2022,47644386,,51
2022,47644413,,51
2022,47644417,,51
2022,48022315,,51
2022,47644416,,51
2022,48022309,,51
2022,48022317,,51
2022,48022336,,51
2022,48022350,,51
2022,48022360,,51
2022,48022335,,51
2022,48022342,,51
2022,50052037,,51
2022,50052038,,51
2022,49153029,,51
2022,48429591,,51
2022,48429594,,51
2022,49152996,,51
2022,48429633,,51
2022,48749754,,51
2022,48429615,,51
2022,48749758,,51
2022,48749762,,51
2022,49153016,,51
2022,48749769,,51
2022,48749756,,51
2022,48749759,,51
2022,48749761,,51
2022,50052067,,51
2022,49153021,,51
2022,48749760,,51
2022,50627435,,51
2022,49153019,,51
2022,50627438,,51
2022,49153008,,51
2022,50051775,,51
2022,49153028,,51
2022,49153033,,51
2022,49153041,,51
2022,49547237,,51
2022,50051780,,51
2022,49153013,,51
2022,49153017,,51
2022,50051787,,51
2022,49547227,,51
2022,49547229,,51
2022,49547232,,51
2022,50051794,,51
2022,50051785,,51
2022,50051789,,51
2022,50051795,,51
2022,50051797,,51
2022,50051808,,51
2022,49547239,,51
2022,50051793,,51
2022,50051799,,51
2022,50627441,,51
2022,50051814,,51
2022,50051784,,51
2022,48429658,,51
2022,45225997,,51
2022,45225919,,51
2022,45711142,,51
2022,45711159,,51
2022,46273177,,51
2022,46507734,,51
2022,45225954,,51
2022,45711117,,51
2022,46884151,,51
2022,46884152,,51
2022,45225976,,51
2022,46884138,,51
2022,46884139,,51
2022,45225943,,51
2022,45711149,,51
2022,50052114,,51
2022,46507764,,51
2022,45711102,,51
2022,45711116,,51
2022,45711119,,51
2022,45711118,,51
2022,45711126,,51
2022,45711123,,51
2022,46507826,,51
2022,47194615,,51
2022,46273148,,51
2022,46273067,,51
2022,46273066,,51
2022,45711108,,51
2022,45711115,,51
2022,46273075,,51
2022,46273080,,51
2022,45711134,,51
2022,45711135,,51
2022,46273091,,51
2022,47644305,,51
2022,47644306,,51
2022,46273133,,51
2022,46507717,,51
2022,46273087,,51
2022,46273088,,51
2022,46273118,,51
2022,46273114,,51
2022,46273168,,51
2022,46273081,,51
2022,46273084,,51
2022,46273093,,51
2022,46273157,,51
2022,46507715,,51
2022,46884146,,51
2022,46884142,,51
2022,46884143,,51
2022,46273095,,51
2022,46273102,,51
2022,46273106,,51
2022,46507726,,51
2022,46273117,,51
2022,46273138,,51
2022,46273113,,51
2022,46507718,,51
2022,46507744,,51
2022,48022472,,51
2022,48022473,,51
2022,46507771,,51
2022,46507780,,51
2022,46507790,,51
2022,46507722,,51
2022,46507724,,51
2022,46273178,,51
2022,46507731,,51
2022,48022477,,51
2022,46884216,,51
2022,46507775,,51
2022,46507730,,51
2022,46507741,,51
2022,46507747,,51
2022,46507746,,51
2022,46507768,,51
2022,46884248,,51
2022,46884258,,51
2022,46507720,,51
2022,46507739,,51
2022,46507758,,51
2022,46507760,,51
2022,46884164,,51
2022,46884168,,51
2022,46884169,,51
2022,47194578,,51
2022,46507806,,51
2022,46507807,,51
2022,46507808,,51
2022,46507809,,51
2022,46507810,,51
2022,46507811,,51
2022,46507728,,51
2022,46507740,,51
2022,46507738,,51
2022,48749865,,51
2022,47194581,,51
2022,50052152,,51
2022,50052156,,51
2022,46884171,,51
2022,46884182,,51
2022,46507784,,51
