data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,157203232,7,569,,
2022,154797177,19,12,,
2022,155986534,63,5,,
2022,159499501,20,1,,
2022,158274624,63,1,,
2022,158274628,6,120,,
2022,158274628,7,279,,
2022,155986538,9,0,,
2022,155986538,20,25,,
2022,154797188,6,50,2022-06-18,
2022,154797189,6,50,,
2022,157203240,20,100,,
2022,155986544,20,1,,
2022,155986550,63,50,,
2022,164111454,20,22158,,
2022,159499478,3,3000,,
2022,159499505,38,5000,,
2022,154797179,63,150,,
2022,155986552,4,350,,
2022,160738623,38,50,,
2022,159499513,8,13,,
2022,159499513,20,200,,
2022,159499513,63,2,,
2022,162305565,10,,,
2022,162305574,3,25000,,
2022,159499489,3,684,,
2022,162305570,20,1,,
2022,162305579,20,100,,
2022,162305573,20,1584,,
2022,155986549,19,8,,
2022,159500071,63,262,,
2022,157203166,13,100,,
2022,159500075,54,100,,
2022,162306311,20,1300,,
2022,164111469,36,6500,,
2022,162305589,20,50,,
2022,162305607,63,13000,2022-12-29,
2022,162305608,29,13000,,
2022,162305609,63,13000,,
2022,159500107,63,50,,
2022,160738627,8,25,,
2022,162305587,7,600,,
2022,162305601,36,699,,
2022,162305647,63,50,,
2022,162305580,10,,,
2022,159500065,3,100,,
2022,162306239,63,100,,
2022,160738584,63,25,,
2022,160738590,61,200,2022-12-02,
2022,160738591,61,200,,
2022,160738597,61,89,,
2022,160738606,20,15000,,
2022,150436542,6,100,,
2022,151195472,6,95,,
2022,151195480,3,40000,,
2022,151195480,36,500,,
2022,152344181,38,550,,
2022,152344192,19,1,,
2022,153329654,10,,,
2022,153329894,20,304,,
2022,155987246,20,4250,,
2022,153329662,37,20000,2022-01-08,
2022,153329663,37,20000,,
2022,153329671,20,1,,
2022,155987252,10,,,
2022,160739131,3,1106,,
2022,157203772,8,5,,
2022,147186666,4,500,,
2022,147186666,16,1400,,
2022,147186666,36,1,,
2022,158275421,10,,,
2022,159500717,13,3000,,
2022,147186050,20,63,,
2022,164112061,28,4000,,
2022,148754450,13,300,,
2022,153329600,17,3500,2022-02-13,
2022,153329601,17,3500,,
2022,148754454,19,95,,
2022,153329615,3,1,,
2022,150436188,3,1,,
2022,150436191,10,,,
2022,151195318,20,1,,
2022,150436236,17,200,,
2022,151195348,3,200,,
2022,155986931,3,18000,,
2022,152344060,8,21,,
2022,153329672,20,420,,
2022,152343427,9,0,,
2022,165445579,13,1500,,
2022,151195431,61,1200,,
2022,151195444,55,300,,
2022,153329607,12,500,,
2022,153329607,42,100,,
2022,151195419,36,559,2022-04-05,
2022,151195420,36,559,,
2022,151195521,16,40,,
2022,152344017,37,20000,,
2022,152344017,38,15,,
2022,152344025,28,3000,2022-04-29,
2022,152344026,28,3000,,
2022,152344046,42,100,,
2022,152343427,20,200,,
2022,157202815,19,59,,
2022,147186100,19,4,,
2022,165445661,9,0,,
2022,153329649,54,2600,,
2022,158275233,8,400,,
2022,152344063,38,700,,
2022,147186116,10,,,
2022,148754049,16,100,2022-01-06,
2022,148754050,16,100,,
2022,147186160,20,1003,,
2022,147186172,6,150,,
2022,147186172,20,20,,
2022,147186172,38,50,,
2022,147185976,61,40,,
2022,148754060,2,32,,
2022,154797211,33,50,,
2022,147186021,10,1,,
2022,147186021,20,3,,
2022,147186021,63,1,,
2022,148754153,33,50,,
2022,150435839,2,30,,
2022,150435857,20,20,,
2022,148754009,20,90,,
2022,157202819,38,290,,
2022,152343245,20,5,,
2022,162307159,36,1,,
2022,162307159,43,1,,
2022,162307159,63,1,,
2022,157202830,30,300,,
2022,148754024,10,,,
2022,150435707,20,100,,
2022,148753959,50,70,,
2022,152343260,7,8430,,
2022,152343260,9,0,,
2022,152343260,20,185,,
2022,152343261,10,,,
2022,152343218,7,11535,2022-01-22,
2022,152343219,7,11535,,
2022,148753966,9,0,,
2022,148753966,10,20,,
2022,148753966,25,200,,
2022,148753966,51,0,,
2022,148753979,9,0,,
2022,148753979,20,50,,
2022,148753979,25,173,,
2022,148753979,51,0,,
2022,148754006,20,20,,
2022,148754069,25,133,2022-01-25,
2022,148754070,25,353,,
2022,150435729,2,5,2022-01-26,
2022,150435730,2,5,,
2022,148754095,8,29,,
2022,148754126,20,300,,
2022,148754137,61,50,,
2022,162306214,2,46,2022-01-27,
2022,157203550,8,100,,
2022,155986905,2,10,,
2022,152344087,13,300,,
2022,152344075,38,1,,
2022,152344054,36,220,,
2022,152344054,54,1000,,
2022,153329639,63,495,,
2022,153329798,38,300,,
2022,158275237,8,400,,
2022,154797452,2,3,,
2022,162306215,2,46,,
2022,148753995,29,50,,
2022,148754016,20,2000,,
2022,148754020,8,3,,
2022,148754032,8,26,,
2022,148754028,8,2,,
2022,148754055,8,1,,
2022,148754045,8,5,,
2022,155986523,19,47,2022-02-03,
2022,155986524,19,47,,
2022,150435768,38,500,,
2022,148754025,10,1,,
2022,151195038,24,129,,
2022,151194837,3,364,,
2022,159500495,3,1572,,
2022,153329131,10,,,
2022,155987013,38,4042,,
2022,158275241,63,50,,
2022,155987046,63,30,,
2022,157202837,31,50,,
2022,150435779,10,,,
2022,150435629,10,,,
2022,148754002,61,50,,
