data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2022,174463326,179223790,27,
2022,176074540,180815122,1,
2022,179111181,183806405,18,
2022,179111182,183806406,16,
2022,179111182,183806407,25,
2022,179111183,183806406,19,
2022,179111183,183806407,24,
2022,179111184,183806406,25,
2022,179111184,183806407,16,
2022,168104281,172926476,27,
2022,168104305,172926504,27,
2022,174464709,179225096,3,
2022,177483820,182201394,18,
2022,177483828,182201400,1,
2022,179112760,183807895,26,
2022,167103244,171928702,3,
2022,162827161,167694949,16,
2022,162827143,167694936,24,
2022,164892426,169740660,18,
2022,164892432,169740667,1,
2022,167103259,171928716,1,
2022,162828151,167695908,19,
2022,162828055,167695814,1,
2022,162828060,167695818,19,
2022,167103260,171928716,1,
2022,168103099,172925320,26,
2022,169632575,174444544,16,
2022,170952101,175752888,18,
2022,170952102,175752888,18,
2022,170952103,175752888,18,
2022,164892518,169740744,1,
2022,167103335,171928786,3,
2022,162828066,167695824,3,
2022,162828074,167695831,14,
2022,167103349,171928800,1,
2022,164892897,169741105,24,
2022,164892897,169741106,24,
2022,164892898,169741105,24,
2022,164892898,169741106,24,
2022,168103088,172925309,24,
2022,162828125,167695885,27,
2022,164892815,169741026,27,
2022,170952240,175753027,24,
2022,182816881,187466260,16,
2022,162828130,167695887,16,
2022,170951862,175752653,18,
2022,170951866,175752657,27,
2022,169632586,174444555,18,
2022,168103108,172925330,3,
2022,170951870,175752661,5,
2022,172872913,177646354,18,
2022,162828075,167695832,27,
2022,164892848,169741059,21,
2022,182818673,187468004,9,
2022,182818676,187468004,9,
2022,164892856,169741067,15,
2022,170952093,175752880,1,
2022,169632698,174444665,16,
2022,169632717,174444683,14,
2022,169632718,174444683,14,
2022,169632719,174444683,14,
2022,169632708,174444676,14,
2022,169632709,174444676,14,
2022,169632710,174444676,14,
2022,180759009,185431198,24,
2022,180759010,185431198,24,
2022,174463308,179223771,3,
2022,172872931,177646371,9,
2022,186959291,191549423,24,
2022,186959292,191549423,18,
2022,172872916,177646357,27,
2022,176074588,180815174,24,
2022,176074588,180815175,24,
2022,176074589,180815174,24,
2022,176074589,180815175,24,
2022,172872927,177646368,16,
2022,167104088,171929513,16,
2022,164892927,169741132,9,
2022,172872928,177646368,16,
2022,172872930,177646370,16,
2022,172872944,177646383,9,
2022,176074613,180815198,1,
2022,176074619,180815203,21,
2022,172873086,177646515,24,
2022,172872853,177646302,24,
2022,179111145,183806370,1,
2022,174463303,179223766,1,
2022,182817166,187466536,24,
2022,167104142,171929554,14,
2022,167104170,171929577,27,
2022,174463305,179223768,16,
2022,174463307,179223770,27,
2022,176074587,180815173,16,
2022,176074593,180815179,3,
2022,176074598,180815184,21,
2022,177482667,182200282,18,
2022,176074522,180815104,3,
2022,185224838,189842928,9,
2022,164894490,169742659,1,
2022,167104158,171929567,1,
2022,167104186,171929596,3,
2022,176074521,180815103,1,
2022,177482688,182200301,18,
2022,177482690,182200303,24,
2022,177483033,182200635,1,
2022,167104153,171929562,16,
2022,167104157,171929566,16,
2022,167104178,171929585,16,
2022,185224867,189842956,4,
2022,180759083,185431265,1,
2022,186959281,191549412,24,
2022,182816896,187466276,3,
2022,180758877,185431076,10,
2022,182816898,187466278,16,
2022,180758952,185431147,1,
2022,167104124,171929541,24,
2022,170952252,175753037,1,
2022,182816894,187466274,24,
2022,182816905,187466285,17,
2022,168103457,172925668,13,
2022,169634249,174446168,1,
2022,167104211,171929616,17,
2022,168103478,172925686,16,
2022,168103479,172925686,16,
2022,168103517,172925722,27,
2022,168103421,172925629,19,
2022,169632796,174444763,26,
2022,170952272,175753059,3,
2022,170952285,175753070,1,
2022,169632837,174444809,24,
2022,169632837,174444810,11,
2022,170952222,175753011,3,
2022,168103453,172925663,1,
2022,182818717,187468041,1,
2022,169632852,174444824,1,
2022,169632809,174444776,16,
2022,169632811,174444778,18,
2022,169632815,174444786,1,
2022,169632824,174444796,21,
2022,169632829,174444801,16,
2022,169632828,174444800,21,
2022,169632836,174444808,17,
2022,172874505,177647856,19,
2022,169632845,174444818,16,
2022,167104229,171929633,1,
2022,167104247,171929650,1,
2022,180759648,185431819,1,
2022,172874445,177647792,14,
2022,172874445,177647793,24,
2022,172874446,177647792,24,
2022,172874446,177647793,14,
2022,176075632,180816168,1,
2022,176075633,180816168,1,
2022,172874433,177647779,1,
2022,169634263,174446183,3,
2022,168104490,172926700,1,
2022,176076364,180816874,1,
2022,170952255,175753041,18,
2022,170952256,175753041,18,
2022,169632860,174444833,19,
2022,169632860,174444834,25,
2022,169632861,174444833,25,
2022,169632861,174444834,19,
2022,169632871,174444841,21,
2022,170952257,175753042,1,
2022,169632875,174444845,13,
2022,169632862,174444835,16,
2022,169632868,174444839,16,
2022,172874457,177647806,21,
2022,172874402,177647750,3,
2022,172874402,177647751,24,
2022,172874404,177647750,1,
2022,172874404,177647751,25,
2022,180760249,185432385,1,
2022,176077211,180817703,16,
2022,176077212,180817703,24,
2022,170952274,175753061,1,
2022,170952289,175753074,3,
2022,170952296,175753081,27,
2022,170952301,175753086,14,
2022,170952303,175753088,25,
2022,170952303,175753089,24,
2022,170952304,175753088,24,
2022,170952304,175753089,25,
2022,170952291,175753076,17,
2022,170952286,175753071,24,
2022,170952344,175753127,16,
2022,170952351,175753133,27,
2022,170952359,175753141,27,
2022,170952312,175753097,24,
2022,170952325,175753110,17,
2022,172874481,177647832,27,
2022,170952374,175753156,14,
2022,170952375,175753156,1,
2022,172874602,177647949,16,
2022,172874609,177647956,1,
2022,172874559,177647909,1,
2022,172874559,177647910,25,
2022,172874560,177647909,25,
2022,172874560,177647910,1,
2022,172874567,177647917,8,
2022,172874703,177648040,9,
2022,172874704,177648040,9,
2022,172874719,177648051,17,
2022,174464758,179225146,5,
2022,176076268,180816781,17,
2022,174464316,179224719,15,
2022,172874761,177648090,16,
2022,172874716,177648048,5,
2022,174464291,179224695,3,
2022,174464323,179224726,24,
2022,174464401,179224803,7,
2022,176077227,180817716,18,
2022,176077235,180817724,27,
2022,176077237,180817726,18,
2022,174464372,179224773,24,
2022,174464383,179224784,3,
2022,182818572,187467922,14,
2022,182818572,187467923,25,
2022,182818574,187467922,25,
2022,182818574,187467923,14,
2022,179112078,183807253,24,
2022,176076277,180816790,3,
2022,179112798,183807929,4,
2022,180760211,185432346,24,
2022,182818846,187468165,11,
2022,182818583,187467932,16,
2022,176075685,180816220,24,
2022,176075694,180816227,16,
2022,164894216,169742393,24,
2022,182818606,187467954,3,
2022,176075821,180816339,3,
2022,177483301,182200899,17,
2022,177483302,182200899,17,
2022,176075758,180816284,3,
2022,182818647,187467981,9,
2022,177483310,182200905,1,
2022,177483319,182200914,24,
2022,179112043,183807218,18,
2022,179112052,183807227,18,
2022,177483329,182200923,19,
2022,177483305,182200902,18,
2022,177483306,182200902,18,
2022,177483307,182200902,18,
2022,177483312,182200907,18,
2022,177483316,182200911,18,
2022,182818683,187468013,24,
2022,170953789,175754501,16,
2022,177483300,182200898,3,
2022,177483313,182200908,17,
2022,177483318,182200913,24,
2022,174465584,179225959,16,
2022,180760885,185433000,3,
2022,185225739,189843754,24,
2022,179112034,183807209,27,
2022,179112055,183807230,16,
2022,185225751,189843766,5,
2022,179112030,183807205,11,
2022,179113526,183808644,1,
2022,182819961,187469248,24,
2022,182817983,187467345,16,
2022,180760737,185432845,22,
2022,179112086,183807261,3,
2022,182818761,187468083,24,
2022,179112097,183807271,16,
2022,180759669,185431838,14,
2022,179112044,183807219,1,
2022,179112053,183807228,21,
2022,182818023,187467383,1,
2022,180759642,185431813,9,
2022,180759650,185431821,16,
2022,180759657,185431828,18,
2022,182818043,187467403,3,
2022,182818005,187467367,8,
2022,182818015,187467377,1,
2022,182818045,187467405,23,
2022,182818051,187467411,24,
2022,182818079,187467438,1,
2022,180759679,185431844,24,
2022,180759680,185431844,1,
2022,182818055,187467415,16,
2022,185225764,189843779,15,
2022,182818095,187467453,1,
2022,182818096,187467453,1,
2022,182818097,187467453,1,
2022,185225769,189843785,1,
2022,169634036,174445964,18,
2022,162828891,167696561,3,
2022,162828910,167696577,1,
2022,164893576,169741765,24,
2022,164893615,169741800,1,
2022,164893667,169741849,18,
2022,167104302,171929704,7,
2022,168104181,172926374,27,
2022,169633822,174445742,27,
2022,162828995,167696661,3,
2022,176075901,180816417,24,
2022,169633849,174445767,18,
2022,169633849,174445768,18,
2022,172874321,177647667,6,
2022,162829041,167696705,14,
2022,182818826,187468149,17,
2022,182818827,187468149,19,
2022,182818828,187468149,18,
2022,182818831,187468149,18,
2022,169633800,174445720,18,
2022,169633800,174445721,18,
2022,162828960,167696626,21,
2022,164893636,169741820,1,
2022,164893649,169741831,1,
2022,168104251,172926446,16,
2022,164893465,169741657,27,
2022,164893569,169741758,16,
2022,168104297,172926495,5,
2022,164893533,169741722,1,
2022,164893505,169741697,16,
2022,168104110,172926304,1,
2022,164893491,169741682,3,
2022,164893500,169741691,3,
2022,164893508,169741699,19,
2022,164893508,169741700,25,
2022,164893509,169741699,25,
2022,164893509,169741700,19,
2022,167104013,171929439,24,
2022,177484077,182201634,14,
2022,180760167,185432303,24,
2022,164893564,169741751,13,
2022,164893564,169741752,25,
2022,164893565,169741751,25,
2022,164893565,169741752,13,
2022,167104053,171929478,27,
2022,167104146,171929557,16,
2022,168104120,172926313,1,
2022,167104103,171929526,3,
2022,162829776,167697422,21,
2022,167104043,171929468,1,
2022,185226501,189844496,24,
2022,164894003,169742185,7,
2022,164894004,169742185,7,
2022,164894005,169742185,7,
2022,164894021,169742203,21,
2022,177484083,182201640,4,
2022,164894009,169742190,3,
2022,167104683,171930074,3,
2022,167104255,171929659,16,
2022,167104029,171929454,24,
2022,185226509,189844504,17,
2022,185226636,189844632,1,
2022,167104692,171930082,14,
2022,168104698,172926909,18,
2022,164894204,169742378,15,
2022,167104224,171929628,24,
2022,168104138,172926330,1,
2022,169633813,174445733,1,
2022,169633813,174445734,1,
2022,167104059,171929484,16,
2022,167104713,171930104,21,
2022,168104709,172926920,24,
2022,167104778,171930165,24,
2022,168104731,172926941,16,
2022,174465208,179225584,18,
2022,168104771,172926980,1,
2022,167104774,171930162,16,
2022,167104694,171930084,3,
2022,168104793,172927001,21,
2022,168104792,172927000,22,
2022,170953503,175754227,11,
2022,167104060,171929484,16,
2022,167104070,171929495,21,
2022,167104076,171929501,16,
2022,167104102,171929525,1,
2022,167104152,171929561,1,
2022,167104177,171929584,26,
2022,167104093,171929518,14,
2022,168104780,172926989,26,
2022,170953531,175754254,10,
2022,170953532,175754254,10,
2022,168104841,172927050,23,
2022,168104864,172927076,1,
2022,172874810,177648137,21,
2022,168104892,172927103,24,
2022,168104876,172927088,3,
2022,168104938,172927147,21,
2022,169634739,174446655,1,
2022,169634769,174446683,18,
2022,170953457,175754184,24,
2022,169634793,174446706,15,
2022,167104254,171929658,16,
2022,168104264,172926459,1,
2022,168104338,172926547,18,
2022,179112504,183807657,1,
2022,179112505,183807657,1,
2022,179112506,183807657,1,
2022,169633918,174445845,3,
2022,168104163,172926356,15,
2022,186960997,191551083,9,
2022,168104165,172926358,15,
2022,168104182,172926375,24,
2022,169634783,174446697,5,
2022,169634784,174446697,21,
2022,168104112,172926306,1,
2022,182820007,187469294,18,
2022,182820007,187469295,18,
2022,168104171,172926364,1,
2022,168104198,172926390,1,
2022,168104209,172926402,1,
2022,168104209,172926403,25,
2022,168104210,172926402,25,
2022,168104210,172926403,1,
2022,168104260,172926455,1,
2022,176076065,180816580,1,
2022,170952736,175753490,1,
2022,168104280,172926475,17,
2022,168104132,172926325,5,
2022,168104195,172926386,1,
2022,168104195,172926387,1,
2022,177483660,182201236,1,
2022,174464759,179225147,14,
2022,169633889,174445806,24,
2022,179112479,183807635,9,
2022,169633907,174445824,24,
2022,169633907,174445825,24,
2022,169633907,174445826,1,
2022,168104314,172926514,1,
2022,168104348,172926557,24,
2022,168104348,172926558,24,
2022,168104348,172926560,24,
2022,168104348,172926561,24,
2022,168104348,172926562,24,
2022,168104348,172926563,24,
2022,168104348,172926564,24,
2022,168104391,172926604,20,
2022,168104193,172926385,19,
2022,177483678,182201255,21,
2022,182818898,187468220,1,
2022,182818898,187468221,25,
